,Unnamed: 0,total_counts,area,time,D (um^2/s),alpha (1/s)
61,61.0,429.5676106789193,434244,61.0,0.0055,0.0027
62,62.0,429.567631063314,433625,62.0,0.0055,0.0027
63,63.0,429.56760925999146,433001,63.0,0.0055,0.0027
64,64.0,429.5675999417053,432371,64.0,0.0055,0.0027
65,65.0,429.5676438524486,431735,65.0,0.0055,0.0027
66,66.0,429.5676627041105,431093,66.0,0.0055,0.0027
67,67.0,429.5675508215248,430447,67.0,0.0055,0.0027
68,68.0,429.5676698018287,429799,68.0,0.0055,0.0027
69,69.0,429.567605552897,429147,69.0,0.0055,0.0027
70,70.0,429.5675482215471,428491,70.0,0.0055,0.0027
71,71.0,429.5676462499531,427831,71.0,0.0055,0.0027
72,72.0,429.5675287629792,427165,72.0,0.0055,0.0027
73,73.0,429.56748154958854,426495,73.0,0.0055,0.0027
74,74.0,429.5676142480707,425824,74.0,0.0055,0.0027
75,75.0,429.5674836628549,425150,75.0,0.0055,0.0027
76,76.0,429.5675726772768,424475,76.0,0.0055,0.0027
77,77.0,429.5674742290282,423796,77.0,0.0055,0.0027
78,78.0,429.56750206315166,423113,78.0,0.0055,0.0027
79,79.0,429.5675377000984,422426,79.0,0.0055,0.0027
80,80.0,429.5675175249502,421737,80.0,0.0055,0.0027
81,81.0,429.5676593017223,421048,81.0,0.0055,0.0027
82,82.0,429.5676285088026,420357,82.0,0.0055,0.0027
83,83.0,429.56750584928994,419664,83.0,0.0055,0.0027
84,84.0,429.5676626837138,418970,84.0,0.0055,0.0027
85,85.0,429.5675406102018,418269,85.0,0.0055,0.0027
86,86.0,429.5675254501391,417567,86.0,0.0055,0.0027
87,87.0,429.56759605465805,416865,87.0,0.0055,0.0027
88,88.0,429.5676327006937,416162,88.0,0.0055,0.0027
89,89.0,429.56751473807464,415457,89.0,0.0055,0.0027
90,90.0,429.5676153489681,414751,90.0,0.0055,0.0027
91,91.0,429.5675988045747,414042,91.0,0.0055,0.0027
92,92.0,429.5675974993144,413333,92.0,0.0055,0.0027
93,93.0,429.5674823315962,412624,93.0,0.0055,0.0027
94,94.0,429.567524405841,411916,94.0,0.0055,0.0027
95,95.0,429.5675984588465,411204,95.0,0.0055,0.0027
96,96.0,429.5676568137225,410490,96.0,0.0055,0.0027
97,97.0,429.5674787210035,409773,97.0,0.0055,0.0027
98,98.0,429.56758478886786,409058,98.0,0.0055,0.0027
99,99.0,429.5675668168599,408343,99.0,0.0055,0.0027
100,100.0,429.5674910206536,407628,100.0,0.0055,0.0027
101,101.0,429.9977719055781,443016,0.0,0.0005,0.0027
102,102.0,429.56805086900704,440114,1.0,0.0005,0.0027
103,103.0,429.5681871579635,438063,2.0,0.0005,0.0027
104,104.0,429.56786740834934,436023,3.0,0.0005,0.0027
105,105.0,429.56779383783345,433986,4.0,0.0005,0.0027
106,106.0,429.5678441728734,431952,5.0,0.0005,0.0027
107,107.0,429.56780426940674,429933,6.0,0.0005,0.0027
108,108.0,429.5679802357903,427936,7.0,0.0005,0.0027
109,109.0,429.5679634082626,425942,8.0,0.0005,0.0027
110,110.0,429.568044864612,423947,9.0,0.0005,0.0027
111,111.0,429.5679598790603,421966,10.0,0.0005,0.0027
112,112.0,429.5678050112298,420012,11.0,0.0005,0.0027
113,113.0,429.56799011697814,418057,12.0,0.0005,0.0027
114,114.0,429.5678725073276,416103,13.0,0.0005,0.0027
115,115.0,429.56797111494,414164,14.0,0.0005,0.0027
116,116.0,429.5681054214915,412248,15.0,0.0005,0.0027
117,117.0,429.5679839370504,410331,16.0,0.0005,0.0027
118,118.0,429.5677822690426,408416,17.0,0.0005,0.0027
119,119.0,429.5681224165124,406519,18.0,0.0005,0.0027
120,120.0,429.56782879121056,404638,19.0,0.0005,0.0027
121,121.0,429.5678916748474,402759,20.0,0.0005,0.0027
122,122.0,429.5682233355243,400881,21.0,0.0005,0.0027
123,123.0,429.5679269966541,399025,22.0,0.0005,0.0027
124,124.0,429.5681399201126,397181,23.0,0.0005,0.0027
125,125.0,429.56792912450607,395337,24.0,0.0005,0.0027
126,126.0,429.5679163454882,393492,25.0,0.0005,0.0027
127,127.0,429.5681304231219,391681,26.0,0.0005,0.0027
128,128.0,429.5678069804694,389870,27.0,0.0005,0.0027
129,129.0,429.56825548638574,388056,28.0,0.0005,0.0027
130,130.0,429.5679053261849,386259,29.0,0.0005,0.0027
131,131.0,429.5679195947983,384481,30.0,0.0005,0.0027
132,132.0,429.5679209256848,382699,31.0,0.0005,0.0027
133,133.0,429.56789713205313,380917,32.0,0.0005,0.0027
134,134.0,429.56794485587824,379169,33.0,0.0005,0.0027
135,135.0,429.5679412481078,377419,34.0,0.0005,0.0027
136,136.0,429.5679330811058,375664,35.0,0.0005,0.0027
137,137.0,429.56802639902867,373934,36.0,0.0005,0.0027
138,138.0,429.56799137539906,372215,37.0,0.0005,0.0027
139,139.0,429.5678660619078,370489,38.0,0.0005,0.0027
140,140.0,429.5678872535851,368775,39.0,0.0005,0.0027
141,141.0,429.56784202804744,367086,40.0,0.0005,0.0027
142,142.0,429.5680253946038,365389,41.0,0.0005,0.0027
143,143.0,429.5677859214676,363693,42.0,0.0005,0.0027
144,144.0,429.5678769720376,362031,43.0,0.0005,0.0027
145,145.0,429.56825153290055,360363,44.0,0.0005,0.0027
146,146.0,429.5682365052779,358691,45.0,0.0005,0.0027
147,147.0,429.56777788221183,357050,46.0,0.0005,0.0027
148,148.0,429.5678499910973,355409,47.0,0.0005,0.0027
149,149.0,429.5678427629087,353762,48.0,0.0005,0.0027
150,150.0,429.5680095840608,352143,49.0,0.0005,0.0027
151,151.0,429.5678328972827,350528,50.0,0.0005,0.0027
152,152.0,429.56798633300014,348906,51.0,0.0005,0.0027
153,153.0,429.5679193180291,347308,52.0,0.0005,0.0027
154,154.0,429.5680632245859,345719,53.0,0.0005,0.0027
155,155.0,429.56828020040547,344121,54.0,0.0005,0.0027
156,156.0,429.5680132618511,342545,55.0,0.0005,0.0027
157,157.0,429.5680521034268,340980,56.0,0.0005,0.0027
158,158.0,429.56779652276185,339404,57.0,0.0005,0.0027
159,159.0,429.5678678623884,337852,58.0,0.0005,0.0027
160,160.0,429.56790571883766,336309,59.0,0.0005,0.0027
161,161.0,429.5680513677982,334757,60.0,0.0005,0.0027
162,162.0,429.5679814915904,333229,61.0,0.0005,0.0027
163,163.0,429.56804810430185,331707,62.0,0.0005,0.0027
164,164.0,429.56792039741595,330177,63.0,0.0005,0.0027
165,165.0,429.5679703524266,328674,64.0,0.0005,0.0027
166,166.0,429.56806382524104,327172,65.0,0.0005,0.0027
167,167.0,429.5679856197147,325665,66.0,0.0005,0.0027
168,168.0,429.568036658329,324186,67.0,0.0005,0.0027
169,169.0,429.5681614722092,322703,68.0,0.0005,0.0027
170,170.0,429.5678103940013,321221,69.0,0.0005,0.0027
171,171.0,429.5677843105499,319763,70.0,0.0005,0.0027
172,172.0,429.56792418451573,318298,71.0,0.0005,0.0027
173,173.0,429.56822816932686,316846,72.0,0.0005,0.0027
174,174.0,429.567919288618,315405,73.0,0.0005,0.0027
175,175.0,429.5679876244006,313957,74.0,0.0005,0.0027
176,176.0,429.5682805023252,312533,75.0,0.0005,0.0027
177,177.0,429.5682312982637,311110,76.0,0.0005,0.0027
178,178.0,429.56787066049,309680,77.0,0.0005,0.0027
179,179.0,429.56812216579726,308282,78.0,0.0005,0.0027
180,180.0,429.5679713215912,306872,79.0,0.0005,0.0027
181,181.0,429.5678909160872,305462,80.0,0.0005,0.0027
182,182.0,429.5677921738228,304072,81.0,0.0005,0.0027
183,183.0,429.5682190042715,302674,82.0,0.0005,0.0027
184,184.0,429.56815025611854,301296,83.0,0.0005,0.0027
185,185.0,429.5678658278755,299925,84.0,0.0005,0.0027
186,186.0,429.5680137966258,298549,85.0,0.0005,0.0027
187,187.0,429.5677816456431,297193,86.0,0.0005,0.0027
188,188.0,429.56777603623914,295831,87.0,0.0005,0.0027
189,189.0,429.5681779351018,294481,88.0,0.0005,0.0027
190,190.0,429.5681889709428,293148,89.0,0.0005,0.0027
191,191.0,429.5680919591349,291808,90.0,0.0005,0.0027
192,192.0,429.5678952980776,290491,91.0,0.0005,0.0027
193,193.0,429.5679890639903,289164,92.0,0.0005,0.0027
194,194.0,429.5678514351692,287842,93.0,0.0005,0.0027
195,195.0,429.56823481530313,286542,94.0,0.0005,0.0027
196,196.0,429.5677863168918,285232,95.0,0.0005,0.0027
197,197.0,429.567776816308,283950,96.0,0.0005,0.0027
198,198.0,429.5678936471365,282659,97.0,0.0005,0.0027
199,199.0,429.5681348672189,281369,98.0,0.0005,0.0027
200,200.0,429.56796763175595,280098,99.0,0.0005,0.0027
201,201.0,429.5683148044822,278819,100.0,0.0005,0.0027
202,202.0,429.9976793963803,443016,0.0,0.002,0.0027
203,203.0,429.56805589478193,441064,1.0,0.002,0.0027
204,204.0,429.56770119203696,439925,2.0,0.002,0.0027
205,205.0,429.5678076286664,438806,3.0,0.002,0.0027
206,206.0,429.5680301876652,437662,4.0,0.002,0.0027
207,207.0,429.5679342974725,436530,5.0,0.002,0.0027
208,208.0,429.5680727562697,435388,6.0,0.002,0.0027
209,209.0,429.5680473713075,434224,7.0,0.002,0.0027
210,210.0,429.5677309263246,433075,8.0,0.002,0.0027
211,211.0,429.5679485743957,431903,9.0,0.002,0.0027
212,212.0,429.56788185068893,430740,10.0,0.002,0.0027
213,213.0,429.5680923487046,429565,11.0,0.002,0.0027
214,214.0,429.5678245331098,428396,12.0,0.002,0.0027
215,215.0,429.567726818225,427217,13.0,0.002,0.0027
216,216.0,429.5677140389225,426020,14.0,0.002,0.0027
217,217.0,429.5679916677383,424854,15.0,0.002,0.0027
218,218.0,429.56794671873314,423655,16.0,0.002,0.0027
219,219.0,429.5680792489234,422467,17.0,0.002,0.0027
220,220.0,429.5678278018961,421275,18.0,0.002,0.0027
221,221.0,429.5678550922973,420075,19.0,0.002,0.0027
222,222.0,429.56795205529073,418880,20.0,0.002,0.0027
223,223.0,429.5677032236488,417668,21.0,0.002,0.0027
224,224.0,429.56796237857105,416480,22.0,0.002,0.0027
225,225.0,429.56789689469167,415263,23.0,0.002,0.0027
226,226.0,429.5677744778706,414063,24.0,0.002,0.0027
227,227.0,429.5677266669712,412857,25.0,0.002,0.0027
228,228.0,429.5678766682115,411643,26.0,0.002,0.0027
229,229.0,429.5679306026888,410437,27.0,0.002,0.0027
230,230.0,429.5678386477077,409221,28.0,0.002,0.0027
231,231.0,429.56768212991,408007,29.0,0.002,0.0027
232,232.0,429.5678601218852,406770,30.0,0.002,0.0027
233,233.0,429.5678385819443,405552,31.0,0.002,0.0027
234,234.0,429.5678219710637,404318,32.0,0.002,0.0027
235,235.0,429.5677780389003,403098,33.0,0.002,0.0027
236,236.0,429.5677336468251,401877,34.0,0.002,0.0027
237,237.0,429.5678485471626,400648,35.0,0.002,0.0027
238,238.0,429.5679414717002,399417,36.0,0.002,0.0027
239,239.0,429.56790141384,398178,37.0,0.002,0.0027
240,240.0,429.5678172408079,396958,38.0,0.002,0.0027
241,241.0,429.5679499734048,395728,39.0,0.002,0.0027
242,242.0,429.56780221687455,394525,40.0,0.002,0.0027
243,243.0,429.5679474757424,393309,41.0,0.002,0.0027
244,244.0,429.5678549881641,392088,42.0,0.002,0.0027
245,245.0,429.56783348267066,390859,43.0,0.002,0.0027
246,246.0,429.56779600267174,389641,44.0,0.002,0.0027
247,247.0,429.5679407488064,388428,45.0,0.002,0.0027
248,248.0,429.56794940207993,387219,46.0,0.002,0.0027
249,249.0,429.567699388386,386027,47.0,0.002,0.0027
250,250.0,429.56776966261447,384809,48.0,0.002,0.0027
251,251.0,429.5677618218628,383604,49.0,0.002,0.0027
252,252.0,429.5679541418359,382387,50.0,0.002,0.0027
253,253.0,429.567842366674,381192,51.0,0.002,0.0027
254,254.0,429.56799257461904,379990,52.0,0.002,0.0027
255,255.0,429.567834193101,378807,53.0,0.002,0.0027
256,256.0,429.5677679297622,377617,54.0,0.002,0.0027
257,257.0,429.56794608939055,376418,55.0,0.002,0.0027
258,258.0,429.5679880395715,375226,56.0,0.002,0.0027
259,259.0,429.5679865373501,374031,57.0,0.002,0.0027
260,260.0,429.56799933921275,372854,58.0,0.002,0.0027
261,261.0,429.5679089105963,371670,59.0,0.002,0.0027
262,262.0,429.5677101028978,370510,60.0,0.002,0.0027
263,263.0,429.56794614115415,369321,61.0,0.002,0.0027
264,264.0,429.5677077065876,368147,62.0,0.002,0.0027
265,265.0,429.56780313556226,366970,63.0,0.002,0.0027
266,266.0,429.567777629832,365802,64.0,0.002,0.0027
267,267.0,429.5678870139054,364642,65.0,0.002,0.0027
268,268.0,429.567733053862,363483,66.0,0.002,0.0027
269,269.0,429.5678781566728,362331,67.0,0.002,0.0027
270,270.0,429.567909759138,361162,68.0,0.002,0.0027
271,271.0,429.56776092305887,360011,69.0,0.002,0.0027
272,272.0,429.5677632924963,358852,70.0,0.002,0.0027
273,273.0,429.5677313888853,357711,71.0,0.002,0.0027
274,274.0,429.56789273019547,356570,72.0,0.002,0.0027
275,275.0,429.5678476165424,355435,73.0,0.002,0.0027
276,276.0,429.56795342282703,354294,74.0,0.002,0.0027
277,277.0,429.56776891065914,353149,75.0,0.002,0.0027
278,278.0,429.567821758485,352020,76.0,0.002,0.0027
279,279.0,429.56782103803033,350884,77.0,0.002,0.0027
280,280.0,429.56793812572425,349768,78.0,0.002,0.0027
281,281.0,429.56771576118575,348647,79.0,0.002,0.0027
282,282.0,429.56782282574017,347529,80.0,0.002,0.0027
283,283.0,429.5678236425352,346408,81.0,0.002,0.0027
284,284.0,429.5677355533201,345289,82.0,0.002,0.0027
285,285.0,429.5677204460951,344182,83.0,0.002,0.0027
286,286.0,429.56774083594786,343071,84.0,0.002,0.0027
287,287.0,429.5678297673545,341979,85.0,0.002,0.0027
288,288.0,429.5677180025013,340876,86.0,0.002,0.0027
289,289.0,429.56768978544295,339779,87.0,0.002,0.0027
290,290.0,429.5678212799243,338681,88.0,0.002,0.0027
291,291.0,429.5678950388472,337588,89.0,0.002,0.0027
292,292.0,429.5676836205454,336504,90.0,0.002,0.0027
293,293.0,429.5678971050233,335419,91.0,0.002,0.0027
294,294.0,429.5678510085606,334351,92.0,0.002,0.0027
295,295.0,429.56770333533296,333264,93.0,0.002,0.0027
296,296.0,429.5676888359278,332191,94.0,0.002,0.0027
297,297.0,429.5679729952977,331118,95.0,0.002,0.0027
298,298.0,429.56785903971496,330049,96.0,0.002,0.0027
299,299.0,429.5679466642045,328991,97.0,0.002,0.0027
300,300.0,429.5677577395659,327930,98.0,0.002,0.0027
301,301.0,429.56798509290786,326880,99.0,0.002,0.0027
302,302.0,429.5678602287199,325818,100.0,0.002,0.0027
303,303.0,429.9975252150688,443016,0.0,0.0045,0.0027
304,304.0,429.56779853497306,442610,1.0,0.0045,0.0027
305,305.0,429.5678930158121,443008,2.0,0.0045,0.0027
306,306.0,429.5679453698023,443362,3.0,0.0045,0.0027
307,307.0,429.5679334028732,443657,4.0,0.0045,0.0027
308,308.0,429.5677718657532,443892,5.0,0.0045,0.0027
309,309.0,429.5677929501417,444069,6.0,0.0045,0.0027
310,310.0,429.56777537160593,444194,7.0,0.0045,0.0027
311,311.0,429.5675312529789,444276,8.0,0.0045,0.0027
312,312.0,429.56763911436786,444314,9.0,0.0045,0.0027
313,313.0,429.5678146692939,444311,10.0,0.0045,0.0027
314,314.0,429.56770463784466,444257,11.0,0.0045,0.0027
315,315.0,429.5675524531559,444168,12.0,0.0045,0.0027
316,316.0,429.5677477115799,444040,13.0,0.0045,0.0027
317,317.0,429.5676809483363,443876,14.0,0.0045,0.0027
318,318.0,429.5678259836212,443682,15.0,0.0045,0.0027
319,319.0,429.5676919832051,443454,16.0,0.0045,0.0027
320,320.0,429.56761789092707,443201,17.0,0.0045,0.0027
321,321.0,429.5676965310534,442919,18.0,0.0045,0.0027
322,322.0,429.567802560272,442617,19.0,0.0045,0.0027
323,323.0,429.5677157391352,442292,20.0,0.0045,0.0027
324,324.0,429.56775583740387,441944,21.0,0.0045,0.0027
325,325.0,429.567625476348,441572,22.0,0.0045,0.0027
326,326.0,429.5676589639567,441180,23.0,0.0045,0.0027
327,327.0,429.5677706981067,440774,24.0,0.0045,0.0027
328,328.0,429.5677559259407,440349,25.0,0.0045,0.0027
329,329.0,429.567582785868,439905,26.0,0.0045,0.0027
330,330.0,429.56766488368345,439443,27.0,0.0045,0.0027
331,331.0,429.5675890966265,438965,28.0,0.0045,0.0027
332,332.0,429.5677884532412,438474,29.0,0.0045,0.0027
333,333.0,429.5675444761604,437965,30.0,0.0045,0.0027
334,334.0,429.56760410324546,437441,31.0,0.0045,0.0027
335,335.0,429.5676040332468,436901,32.0,0.0045,0.0027
336,336.0,429.56771751596943,436351,33.0,0.0045,0.0027
337,337.0,429.5675405168299,435791,34.0,0.0045,0.0027
338,338.0,429.5675895115879,435222,35.0,0.0045,0.0027
339,339.0,429.5677079514663,434642,36.0,0.0045,0.0027
340,340.0,429.5675902901597,434049,37.0,0.0045,0.0027
341,341.0,429.567536102088,433445,38.0,0.0045,0.0027
342,342.0,429.56767238117976,432830,39.0,0.0045,0.0027
343,343.0,429.5675488839255,432204,40.0,0.0045,0.0027
344,344.0,429.5677213693709,431574,41.0,0.0045,0.0027
345,345.0,429.5676677057282,430937,42.0,0.0045,0.0027
346,346.0,429.5677729986862,430292,43.0,0.0045,0.0027
347,347.0,429.5675761011763,429636,44.0,0.0045,0.0027
348,348.0,429.5675357083276,428971,45.0,0.0045,0.0027
349,349.0,429.5675353182366,428298,46.0,0.0045,0.0027
350,350.0,429.567703415803,427621,47.0,0.0045,0.0027
351,351.0,429.5675971738735,426938,48.0,0.0045,0.0027
352,352.0,429.5677616361367,426249,49.0,0.0045,0.0027
353,353.0,429.5676448402248,425550,50.0,0.0045,0.0027
354,354.0,429.5677173807566,424843,51.0,0.0045,0.0027
355,355.0,429.56775800093976,424131,52.0,0.0045,0.0027
356,356.0,429.5676806748701,423417,53.0,0.0045,0.0027
357,357.0,429.567723770868,422700,54.0,0.0045,0.0027
358,358.0,429.5675629230235,421976,55.0,0.0045,0.0027
359,359.0,429.5676565050932,421244,56.0,0.0045,0.0027
360,360.0,429.5676905619741,420504,57.0,0.0045,0.0027
361,361.0,429.5676289395064,419763,58.0,0.0045,0.0027
362,362.0,429.5676204540891,419020,59.0,0.0045,0.0027
363,363.0,429.5676502780855,418272,60.0,0.0045,0.0027
364,364.0,429.56772964907873,417518,61.0,0.0045,0.0027
365,365.0,429.5676058405282,416760,62.0,0.0045,0.0027
366,366.0,429.5675812489882,416004,63.0,0.0045,0.0027
367,367.0,429.5676057964007,415248,64.0,0.0045,0.0027
368,368.0,429.567622560543,414488,65.0,0.0045,0.0027
369,369.0,429.56766415416143,413715,66.0,0.0045,0.0027
370,370.0,429.5675849755246,412940,67.0,0.0045,0.0027
371,371.0,429.567547168032,412166,68.0,0.0045,0.0027
372,372.0,429.5675817556846,411391,69.0,0.0045,0.0027
373,373.0,429.56766693403745,410612,70.0,0.0045,0.0027
374,374.0,429.5676811506502,409829,71.0,0.0045,0.0027
375,375.0,429.5676323489885,409048,72.0,0.0045,0.0027
376,376.0,429.56759895712634,408269,73.0,0.0045,0.0027
377,377.0,429.5677032068835,407490,74.0,0.0045,0.0027
378,378.0,429.5677145693346,406700,75.0,0.0045,0.0027
379,379.0,429.5676362638811,405906,76.0,0.0045,0.0027
380,380.0,429.5675580623562,405114,77.0,0.0045,0.0027
381,381.0,429.56770169617783,404323,78.0,0.0045,0.0027
382,382.0,429.5675899704683,403528,79.0,0.0045,0.0027
383,383.0,429.5676192981156,402731,80.0,0.0045,0.0027
384,384.0,429.5676367087359,401937,81.0,0.0045,0.0027
385,385.0,429.5675570990138,401145,82.0,0.0045,0.0027
386,386.0,429.56767900129427,400354,83.0,0.0045,0.0027
387,387.0,429.56759253044015,399556,84.0,0.0045,0.0027
388,388.0,429.5675949065847,398754,85.0,0.0045,0.0027
389,389.0,429.5675843778436,397954,86.0,0.0045,0.0027
390,390.0,429.5675495037106,397154,87.0,0.0045,0.0027
391,391.0,429.56764015341895,396352,88.0,0.0045,0.0027
392,392.0,429.5675764628908,395549,89.0,0.0045,0.0027
393,393.0,429.5676078343935,394750,90.0,0.0045,0.0027
394,394.0,429.56759149121893,393953,91.0,0.0045,0.0027
395,395.0,429.5676590367301,393156,92.0,0.0045,0.0027
396,396.0,429.5675294172092,392357,93.0,0.0045,0.0027
397,397.0,429.5676104682803,391554,94.0,0.0045,0.0027
398,398.0,429.56773105463145,390753,95.0,0.0045,0.0027
399,399.0,429.5675410654356,389950,96.0,0.0045,0.0027
400,400.0,429.5675926215202,389146,97.0,0.0045,0.0027
401,401.0,429.5677264307161,388345,98.0,0.0045,0.0027
402,402.0,429.5676243723754,387546,99.0,0.0045,0.0027
403,403.0,429.5676580753119,386749,100.0,0.0045,0.0027
404,404.0,429.9974327067602,443016,0.0,0.006,0.0027
405,405.0,429.5678040732528,443551,1.0,0.006,0.0027
406,406.0,429.5674712322038,444832,2.0,0.006,0.0027
407,407.0,429.5676992639641,446035,3.0,0.006,0.0027
408,408.0,429.56775984947785,447115,4.0,0.006,0.0027
409,409.0,429.5675410619576,448116,5.0,0.006,0.0027
410,410.0,429.5677589357118,449015,6.0,0.006,0.0027
411,411.0,429.56774732456034,449834,7.0,0.006,0.0027
412,412.0,429.5676014443007,450565,8.0,0.006,0.0027
413,413.0,429.5676163303396,451214,9.0,0.006,0.0027
414,414.0,429.5675751790602,451804,10.0,0.006,0.0027
415,415.0,429.56764413093816,452328,11.0,0.006,0.0027
416,416.0,429.5676478436926,452786,12.0,0.006,0.0027
417,417.0,429.56758588654304,453190,13.0,0.006,0.0027
418,418.0,429.56766817970725,453568,14.0,0.006,0.0027
419,419.0,429.5676767429376,453892,15.0,0.006,0.0027
420,420.0,429.5677141225606,454161,16.0,0.006,0.0027
421,421.0,429.5676718750651,454395,17.0,0.006,0.0027
422,422.0,429.5675575509963,454594,18.0,0.006,0.0027
423,423.0,429.5676295935077,454750,19.0,0.006,0.0027
424,424.0,429.56759618758446,454869,20.0,0.006,0.0027
425,425.0,429.56751994396336,454957,21.0,0.006,0.0027
426,426.0,429.5674354904396,455006,22.0,0.006,0.0027
427,427.0,429.5674911706585,455021,23.0,0.006,0.0027
428,428.0,429.56768397188654,455016,24.0,0.006,0.0027
429,429.0,429.56756556499846,454981,25.0,0.006,0.0027
430,430.0,429.5676691100947,454917,26.0,0.006,0.0027
431,431.0,429.5675843805221,454834,27.0,0.006,0.0027
432,432.0,429.56757058338246,454725,28.0,0.006,0.0027
433,433.0,429.5675272700297,454589,29.0,0.006,0.0027
434,434.0,429.5675061216641,454435,30.0,0.006,0.0027
435,435.0,429.5674419700047,454264,31.0,0.006,0.0027
436,436.0,429.56748648909024,454073,32.0,0.006,0.0027
437,437.0,429.5676551970394,453862,33.0,0.006,0.0027
438,438.0,429.5674710421848,453629,34.0,0.006,0.0027
439,439.0,429.5676596322841,453377,35.0,0.006,0.0027
440,440.0,429.5676433926271,453104,36.0,0.006,0.0027
441,441.0,429.5676607233687,452822,37.0,0.006,0.0027
442,442.0,429.56757086417616,452522,38.0,0.006,0.0027
443,443.0,429.5675937137235,452205,39.0,0.006,0.0027
444,444.0,429.5674821090755,451870,40.0,0.006,0.0027
445,445.0,429.5674502963878,451518,41.0,0.006,0.0027
446,446.0,429.5674663164837,451149,42.0,0.006,0.0027
447,447.0,429.5674918764542,450768,43.0,0.006,0.0027
448,448.0,429.5675045190497,450379,44.0,0.006,0.0027
449,449.0,429.5674605829285,449976,45.0,0.006,0.0027
450,450.0,429.5675427890967,449560,46.0,0.006,0.0027
451,451.0,429.56751390954,449130,47.0,0.006,0.0027
452,452.0,429.56755195667535,448687,48.0,0.006,0.0027
453,453.0,429.56764302975705,448231,49.0,0.006,0.0027
454,454.0,429.56757747329607,447768,50.0,0.006,0.0027
