,Unnamed: 0.1,Unnamed: 0,total_counts,area,time,D (um^2/s),alpha (1/s)
61,61.0,61.0,429.56801689829086,345374,61.0,0.0005,0.0024
62,62.0,62.0,429.5680523046135,343971,62.0,0.0005,0.0024
63,63.0,63.0,429.56780654903406,342591,63.0,0.0005,0.0024
64,64.0,64.0,429.56799374073904,341213,64.0,0.0005,0.0024
65,65.0,65.0,429.5681465066405,339839,65.0,0.0005,0.0024
66,66.0,66.0,429.5678094950161,338486,66.0,0.0005,0.0024
67,67.0,67.0,429.5679198912207,337117,67.0,0.0005,0.0024
68,68.0,68.0,429.5680044913595,335772,68.0,0.0005,0.0024
69,69.0,69.0,429.5680458935392,334416,69.0,0.0005,0.0024
70,70.0,70.0,429.56780724265406,333077,70.0,0.0005,0.0024
71,71.0,71.0,429.5679424744549,331745,71.0,0.0005,0.0024
72,72.0,72.0,429.5677936041331,330413,72.0,0.0005,0.0024
73,73.0,73.0,429.5679512276282,329097,73.0,0.0005,0.0024
74,74.0,74.0,429.56788556519064,327763,74.0,0.0005,0.0024
75,75.0,75.0,429.5679876170604,326460,75.0,0.0005,0.0024
76,76.0,76.0,429.5679729247929,325146,76.0,0.0005,0.0024
77,77.0,77.0,429.5680997533601,323852,77.0,0.0005,0.0024
78,78.0,78.0,429.5681753931451,322561,78.0,0.0005,0.0024
79,79.0,79.0,429.5682318181369,321264,79.0,0.0005,0.0024
80,80.0,80.0,429.56816487807737,319982,80.0,0.0005,0.0024
81,81.0,81.0,429.5680250510526,318690,81.0,0.0005,0.0024
82,82.0,82.0,429.5677778233982,317428,82.0,0.0005,0.0024
83,83.0,83.0,429.5681153345003,316153,83.0,0.0005,0.0024
84,84.0,84.0,429.5682336354271,314904,84.0,0.0005,0.0024
85,85.0,85.0,429.56808417072745,313637,85.0,0.0005,0.0024
86,86.0,86.0,429.5677513239233,312385,86.0,0.0005,0.0024
87,87.0,87.0,429.5680497788178,311138,87.0,0.0005,0.0024
88,88.0,88.0,429.5682347978167,309895,88.0,0.0005,0.0024
89,89.0,89.0,429.5678284418047,308667,89.0,0.0005,0.0024
90,90.0,90.0,429.5682081488103,307430,90.0,0.0005,0.0024
91,91.0,91.0,429.56805384816016,306211,91.0,0.0005,0.0024
92,92.0,92.0,429.5677517559057,304977,92.0,0.0005,0.0024
93,93.0,93.0,429.5678113543784,303773,93.0,0.0005,0.0024
94,94.0,94.0,429.5678302897284,302556,94.0,0.0005,0.0024
95,95.0,95.0,429.5678590088596,301364,95.0,0.0005,0.0024
96,96.0,96.0,429.56825022232,300160,96.0,0.0005,0.0024
97,97.0,97.0,429.5677742516953,298966,97.0,0.0005,0.0024
98,98.0,98.0,429.56778119835536,297774,98.0,0.0005,0.0024
99,99.0,99.0,429.56791497932545,296590,99.0,0.0005,0.0024
100,100.0,100.0,429.5680255382055,295416,100.0,0.0005,0.0024
101,101.0,101.0,429.997653849214,443016,0.0,0.002,0.0024
102,102.0,102.0,429.5680653078712,441330,1.0,0.002,0.0024
103,103.0,103.0,429.5677014777363,440453,2.0,0.002,0.0024
104,104.0,104.0,429.567710692161,439587,3.0,0.002,0.0024
105,105.0,105.0,429.56793546184616,438720,4.0,0.002,0.0024
106,106.0,106.0,429.5679273534168,437833,5.0,0.002,0.0024
107,107.0,107.0,429.5678856326221,436942,6.0,0.002,0.0024
108,108.0,108.0,429.568036901754,436054,7.0,0.002,0.0024
109,109.0,109.0,429.56798453946055,435147,8.0,0.002,0.0024
110,110.0,110.0,429.5678573034009,434229,9.0,0.002,0.0024
111,111.0,111.0,429.5676704547405,433320,10.0,0.002,0.0024
112,112.0,112.0,429.5676701334133,432396,11.0,0.002,0.0024
113,113.0,113.0,429.5677852351171,431463,12.0,0.002,0.0024
114,114.0,114.0,429.5678263419231,430537,13.0,0.002,0.0024
115,115.0,115.0,429.5680246770858,429597,14.0,0.002,0.0024
116,116.0,116.0,429.56770190383133,428644,15.0,0.002,0.0024
117,117.0,117.0,429.5679868340423,427705,16.0,0.002,0.0024
118,118.0,118.0,429.5679104054204,426749,17.0,0.002,0.0024
119,119.0,119.0,429.56769023530745,425780,18.0,0.002,0.0024
120,120.0,120.0,429.56779913232293,424828,19.0,0.002,0.0024
121,121.0,121.0,429.567750435643,423858,20.0,0.002,0.0024
122,122.0,122.0,429.56802611715653,422877,21.0,0.002,0.0024
123,123.0,123.0,429.5678443535315,421913,22.0,0.002,0.0024
124,124.0,124.0,429.56798216002886,420931,23.0,0.002,0.0024
125,125.0,125.0,429.5679966535817,419939,24.0,0.002,0.0024
126,126.0,126.0,429.5677528604287,418964,25.0,0.002,0.0024
127,127.0,127.0,429.5680127160177,417964,26.0,0.002,0.0024
128,128.0,128.0,429.5677482013439,416954,27.0,0.002,0.0024
129,129.0,129.0,429.5677850251388,415957,28.0,0.002,0.0024
130,130.0,130.0,429.5677032211568,414944,29.0,0.002,0.0024
131,131.0,131.0,429.5677717555809,413935,30.0,0.002,0.0024
132,132.0,132.0,429.5678812245196,412936,31.0,0.002,0.0024
133,133.0,133.0,429.5678145791466,411910,32.0,0.002,0.0024
134,134.0,134.0,429.5677234633361,410892,33.0,0.002,0.0024
135,135.0,135.0,429.56793282641326,409874,34.0,0.002,0.0024
136,136.0,136.0,429.5677550499867,408844,35.0,0.002,0.0024
137,137.0,137.0,429.56796203111014,407837,36.0,0.002,0.0024
138,138.0,138.0,429.5679369029326,406825,37.0,0.002,0.0024
139,139.0,139.0,429.5678927655744,405803,38.0,0.002,0.0024
140,140.0,140.0,429.5678893156323,404784,39.0,0.002,0.0024
141,141.0,141.0,429.5676592324202,403752,40.0,0.002,0.0024
142,142.0,142.0,429.5679518538142,402727,41.0,0.002,0.0024
143,143.0,143.0,429.5678083284232,401711,42.0,0.002,0.0024
144,144.0,144.0,429.56772271485033,400686,43.0,0.002,0.0024
145,145.0,145.0,429.5677813291588,399681,44.0,0.002,0.0024
146,146.0,146.0,429.5677637741349,398655,45.0,0.002,0.0024
147,147.0,147.0,429.5678590354031,397620,46.0,0.002,0.0024
148,148.0,148.0,429.5677679922792,396603,47.0,0.002,0.0024
149,149.0,149.0,429.567801487408,395579,48.0,0.002,0.0024
150,150.0,150.0,429.5679469880165,394558,49.0,0.002,0.0024
151,151.0,151.0,429.5677393480813,393552,50.0,0.002,0.0024
152,152.0,152.0,429.567834421911,392528,51.0,0.002,0.0024
153,153.0,153.0,429.5676997143076,391506,52.0,0.002,0.0024
154,154.0,154.0,429.5678970673844,390488,53.0,0.002,0.0024
155,155.0,155.0,429.5679449145691,389461,54.0,0.002,0.0024
156,156.0,156.0,429.5677030402622,388452,55.0,0.002,0.0024
157,157.0,157.0,429.5678166842914,387441,56.0,0.002,0.0024
158,158.0,158.0,429.56795687959067,386428,57.0,0.002,0.0024
159,159.0,159.0,429.567745722858,385416,58.0,0.002,0.0024
160,160.0,160.0,429.5678885407225,384395,59.0,0.002,0.0024
161,161.0,161.0,429.5676641691489,383381,60.0,0.002,0.0024
162,162.0,162.0,429.5677563498218,382375,61.0,0.002,0.0024
163,163.0,163.0,429.5679476621279,381362,62.0,0.002,0.0024
164,164.0,164.0,429.5677007142174,380366,63.0,0.002,0.0024
165,165.0,165.0,429.56794608257513,379359,64.0,0.002,0.0024
166,166.0,166.0,429.5679364931128,378344,65.0,0.002,0.0024
167,167.0,167.0,429.5678762354167,377344,66.0,0.002,0.0024
168,168.0,168.0,429.56791912146616,376337,67.0,0.002,0.0024
169,169.0,169.0,429.56774607026927,375336,68.0,0.002,0.0024
170,170.0,170.0,429.5677325833208,374346,69.0,0.002,0.0024
171,171.0,171.0,429.56790903750806,373345,70.0,0.002,0.0024
172,172.0,172.0,429.5678581359626,372349,71.0,0.002,0.0024
173,173.0,173.0,429.56767104787656,371352,72.0,0.002,0.0024
174,174.0,174.0,429.5679239550299,370352,73.0,0.002,0.0024
175,175.0,175.0,429.56784049370054,369367,74.0,0.002,0.0024
176,176.0,176.0,429.56782872073046,368378,75.0,0.002,0.0024
177,177.0,177.0,429.5679413401648,367394,76.0,0.002,0.0024
178,178.0,178.0,429.5677426515855,366409,77.0,0.002,0.0024
179,179.0,179.0,429.5678018401669,365416,78.0,0.002,0.0024
180,180.0,180.0,429.5678666788632,364434,79.0,0.002,0.0024
181,181.0,181.0,429.5676968548988,363455,80.0,0.002,0.0024
182,182.0,182.0,429.5678224284756,362472,81.0,0.002,0.0024
183,183.0,183.0,429.567877407305,361505,82.0,0.002,0.0024
184,184.0,184.0,429.56782487354974,360530,83.0,0.002,0.0024
185,185.0,185.0,429.5679411848673,359550,84.0,0.002,0.0024
186,186.0,186.0,429.5678499991184,358582,85.0,0.002,0.0024
187,187.0,187.0,429.5678545419302,357608,86.0,0.002,0.0024
188,188.0,188.0,429.5677338158624,356641,87.0,0.002,0.0024
189,189.0,189.0,429.5676881824324,355683,88.0,0.002,0.0024
190,190.0,190.0,429.567692124364,354718,89.0,0.002,0.0024
191,191.0,191.0,429.5678472729324,353758,90.0,0.002,0.0024
192,192.0,192.0,429.5677215292024,352798,91.0,0.002,0.0024
193,193.0,193.0,429.5678802293181,351835,92.0,0.002,0.0024
194,194.0,194.0,429.5677299687459,350885,93.0,0.002,0.0024
195,195.0,195.0,429.56794968460053,349934,94.0,0.002,0.0024
196,196.0,196.0,429.5677132678194,348984,95.0,0.002,0.0024
197,197.0,197.0,429.5677216940057,348037,96.0,0.002,0.0024
198,198.0,198.0,429.5677879847976,347080,97.0,0.002,0.0024
199,199.0,199.0,429.5678096569768,346129,98.0,0.002,0.0024
200,200.0,200.0,429.5676690493066,345183,99.0,0.002,0.0024
201,201.0,201.0,429.5676799593149,344231,100.0,0.002,0.0024
202,202.0,202.0,429.99743799569535,443016,0.0,0.0055,0.0024
203,203.0,203.0,429.5675163623014,443505,1.0,0.0055,0.0024
204,204.0,204.0,429.5678154437541,444759,2.0,0.0055,0.0024
205,205.0,205.0,429.567490376651,445944,3.0,0.0055,0.0024
206,206.0,206.0,429.567628369717,447030,4.0,0.0055,0.0024
207,207.0,207.0,429.5676634318224,448041,5.0,0.0055,0.0024
208,208.0,208.0,429.5674554995308,448974,6.0,0.0055,0.0024
209,209.0,209.0,429.5674901570203,449825,7.0,0.0055,0.0024
210,210.0,210.0,429.5674640815676,450618,8.0,0.0055,0.0024
211,211.0,211.0,429.5676597676511,451322,9.0,0.0055,0.0024
212,212.0,212.0,429.56745529639267,451978,10.0,0.0055,0.0024
213,213.0,213.0,429.56753579322134,452576,11.0,0.0055,0.0024
214,214.0,214.0,429.5676285807944,453108,12.0,0.0055,0.0024
215,215.0,215.0,429.5676657003199,453599,13.0,0.0055,0.0024
216,216.0,216.0,429.56767425898533,454049,14.0,0.0055,0.0024
217,217.0,217.0,429.5675438698988,454461,15.0,0.0055,0.0024
218,218.0,218.0,429.56763402029026,454828,16.0,0.0055,0.0024
219,219.0,219.0,429.56762140816176,455157,17.0,0.0055,0.0024
220,220.0,220.0,429.5675734743398,455459,18.0,0.0055,0.0024
221,221.0,221.0,429.56768119861965,455727,19.0,0.0055,0.0024
222,222.0,222.0,429.56754016552475,455952,20.0,0.0055,0.0024
223,223.0,223.0,429.567481517771,456135,21.0,0.0055,0.0024
224,224.0,224.0,429.56757042827263,456302,22.0,0.0055,0.0024
225,225.0,225.0,429.5675579040354,456444,23.0,0.0055,0.0024
226,226.0,226.0,429.567488918764,456554,24.0,0.0055,0.0024
227,227.0,227.0,429.56758913036344,456635,25.0,0.0055,0.0024
228,228.0,228.0,429.56768570058784,456696,26.0,0.0055,0.0024
229,229.0,229.0,429.56769409195687,456729,27.0,0.0055,0.0024
230,230.0,230.0,429.5676282527187,456734,28.0,0.0055,0.0024
231,231.0,231.0,429.56755692142417,456721,29.0,0.0055,0.0024
232,232.0,232.0,429.5674843222331,456689,30.0,0.0055,0.0024
233,233.0,233.0,429.5675381404018,456636,31.0,0.0055,0.0024
234,234.0,234.0,429.5675193743368,456563,32.0,0.0055,0.0024
235,235.0,235.0,429.5676313089926,456481,33.0,0.0055,0.0024
236,236.0,236.0,429.5674536598447,456380,34.0,0.0055,0.0024
237,237.0,237.0,429.5675194817245,456262,35.0,0.0055,0.0024
238,238.0,238.0,429.56760208146056,456126,36.0,0.0055,0.0024
239,239.0,239.0,429.56748221928234,455971,37.0,0.0055,0.0024
240,240.0,240.0,429.5676473552007,455799,38.0,0.0055,0.0024
241,241.0,241.0,429.5675950231118,455608,39.0,0.0055,0.0024
242,242.0,242.0,429.5674728889345,455410,40.0,0.0055,0.0024
243,243.0,243.0,429.5674439335726,455197,41.0,0.0055,0.0024
244,244.0,244.0,429.5675020891836,454969,42.0,0.0055,0.0024
245,245.0,245.0,429.56764446588454,454726,43.0,0.0055,0.0024
246,246.0,246.0,429.5676487591668,454467,44.0,0.0055,0.0024
247,247.0,247.0,429.5674874138436,454192,45.0,0.0055,0.0024
248,248.0,248.0,429.5675897316544,453903,46.0,0.0055,0.0024
249,249.0,249.0,429.5675817165606,453609,47.0,0.0055,0.0024
250,250.0,250.0,429.567654771385,453305,48.0,0.0055,0.0024
251,251.0,251.0,429.5675159184147,452988,49.0,0.0055,0.0024
252,252.0,252.0,429.5675792903026,452660,50.0,0.0055,0.0024
253,253.0,253.0,429.5676064961544,452320,51.0,0.0055,0.0024
254,254.0,254.0,429.56760421984575,451968,52.0,0.0055,0.0024
255,255.0,255.0,429.56753678481175,451604,53.0,0.0055,0.0024
256,256.0,256.0,429.5676493948799,451235,54.0,0.0055,0.0024
257,257.0,257.0,429.5675401352442,450858,55.0,0.0055,0.0024
258,258.0,258.0,429.5675345055554,450472,56.0,0.0055,0.0024
259,259.0,259.0,429.567595210983,450077,57.0,0.0055,0.0024
260,260.0,260.0,429.5674822454802,449672,58.0,0.0055,0.0024
261,261.0,261.0,429.5676263098614,449259,59.0,0.0055,0.0024
262,262.0,262.0,429.5675803298786,448836,60.0,0.0055,0.0024
263,263.0,263.0,429.56753817014385,448407,61.0,0.0055,0.0024
264,264.0,264.0,429.56762417592574,447974,62.0,0.0055,0.0024
265,265.0,265.0,429.5674830265837,447533,63.0,0.0055,0.0024
266,266.0,266.0,429.56751205098,447086,64.0,0.0055,0.0024
267,267.0,267.0,429.56747502567634,446632,65.0,0.0055,0.0024
268,268.0,268.0,429.5675610381783,446172,66.0,0.0055,0.0024
269,269.0,269.0,429.5675282359411,445705,67.0,0.0055,0.0024
270,270.0,270.0,429.5675479197832,445233,68.0,0.0055,0.0024
271,271.0,271.0,429.567494913444,444757,69.0,0.0055,0.0024
272,272.0,272.0,429.56756699284034,444276,70.0,0.0055,0.0024
273,273.0,273.0,429.5675492487993,443789,71.0,0.0055,0.0024
274,274.0,274.0,429.5674544820951,443296,72.0,0.0055,0.0024
275,275.0,275.0,429.56748384969353,442798,73.0,0.0055,0.0024
276,276.0,276.0,429.56758807981055,442295,74.0,0.0055,0.0024
277,277.0,277.0,429.5674466837805,441786,75.0,0.0055,0.0024
278,278.0,278.0,429.5675007356976,441276,76.0,0.0055,0.0024
279,279.0,279.0,429.5674914086011,440762,77.0,0.0055,0.0024
280,280.0,280.0,429.56761602011466,440245,78.0,0.0055,0.0024
281,281.0,281.0,429.56745884291024,439723,79.0,0.0055,0.0024
282,282.0,282.0,429.56762946776627,439199,80.0,0.0055,0.0024
283,283.0,283.0,429.5675376467309,438670,81.0,0.0055,0.0024
284,284.0,284.0,429.56758348870807,438138,82.0,0.0055,0.0024
285,285.0,285.0,429.56758992774377,437602,83.0,0.0055,0.0024
286,286.0,286.0,429.56759716074646,437062,84.0,0.0055,0.0024
287,287.0,287.0,429.56752770458,436518,85.0,0.0055,0.0024
288,288.0,288.0,429.5674495920172,435972,86.0,0.0055,0.0024
289,289.0,289.0,429.567453676829,435424,87.0,0.0055,0.0024
290,290.0,290.0,429.56753026043987,434874,88.0,0.0055,0.0024
291,291.0,291.0,429.56747367041623,434321,89.0,0.0055,0.0024
292,292.0,292.0,429.5674762078401,433766,90.0,0.0055,0.0024
293,293.0,293.0,429.56755915085733,433209,91.0,0.0055,0.0024
294,294.0,294.0,429.5675603426892,432649,92.0,0.0055,0.0024
295,295.0,295.0,429.5674972281266,432086,93.0,0.0055,0.0024
296,296.0,296.0,429.56759867020537,431521,94.0,0.0055,0.0024
297,297.0,297.0,429.5674992334203,430953,95.0,0.0055,0.0024
298,298.0,298.0,429.567481508066,430384,96.0,0.0055,0.0024
299,299.0,299.0,429.56753884452144,429814,97.0,0.0055,0.0024
300,300.0,300.0,429.5674867906763,429242,98.0,0.0055,0.0024
301,301.0,301.0,429.56752555709727,428669,99.0,0.0055,0.0024
302,302.0,302.0,429.56747197395856,428094,100.0,0.0055,0.0024
303,303.0,303.0,429.99768468558693,443016,0.0,0.0015,0.0024
304,304.0,304.0,429.5677850769493,441014,1.0,0.0015,0.0024
305,305.0,305.0,429.5680450288585,439833,2.0,0.0015,0.0024
306,306.0,306.0,429.5677316633694,438667,3.0,0.0015,0.0024
307,307.0,307.0,429.56801927237586,437478,4.0,0.0015,0.0024
308,308.0,308.0,429.5681468891244,436321,5.0,0.0015,0.0024
309,309.0,309.0,429.5679397951771,435134,6.0,0.0015,0.0024
310,310.0,310.0,429.5681205040633,433959,7.0,0.0015,0.0024
311,311.0,311.0,429.5680209245982,432786,8.0,0.0015,0.0024
312,312.0,312.0,429.5679437122329,431594,9.0,0.0015,0.0024
313,313.0,313.0,429.567693530873,430423,10.0,0.0015,0.0024
314,314.0,314.0,429.567694607543,429235,11.0,0.0015,0.0024
315,315.0,315.0,429.5676965540355,428068,12.0,0.0015,0.0024
316,316.0,316.0,429.5677185230977,426880,13.0,0.0015,0.0024
317,317.0,317.0,429.5679743030786,425708,14.0,0.0015,0.0024
318,318.0,318.0,429.567691959237,424531,15.0,0.0015,0.0024
319,319.0,319.0,429.56794811918735,423342,16.0,0.0015,0.0024
320,320.0,320.0,429.5679294688776,422174,17.0,0.0015,0.0024
321,321.0,321.0,429.5678216884571,420984,18.0,0.0015,0.0024
322,322.0,322.0,429.5679230916127,419815,19.0,0.0015,0.0024
323,323.0,323.0,429.5680790210528,418630,20.0,0.0015,0.0024
324,324.0,324.0,429.5680213867664,417459,21.0,0.0015,0.0024
325,325.0,325.0,429.5679777853419,416278,22.0,0.0015,0.0024
326,326.0,326.0,429.5677001529576,415093,23.0,0.0015,0.0024
327,327.0,327.0,429.5678405290304,413928,24.0,0.0015,0.0024
328,328.0,328.0,429.5680376267894,412727,25.0,0.0015,0.0024
329,329.0,329.0,429.5680652923707,411548,26.0,0.0015,0.0024
330,330.0,330.0,429.5679971214657,410347,27.0,0.0015,0.0024
331,331.0,331.0,429.5677472381926,409164,28.0,0.0015,0.0024
332,332.0,332.0,429.56804875333063,407976,29.0,0.0015,0.0024
333,333.0,333.0,429.5677124068189,406794,30.0,0.0015,0.0024
334,334.0,334.0,429.5680543564738,405611,31.0,0.0015,0.0024
335,335.0,335.0,429.5678072448784,404408,32.0,0.0015,0.0024
336,336.0,336.0,429.5680345529871,403227,33.0,0.0015,0.0024
337,337.0,337.0,429.56799622185304,402030,34.0,0.0015,0.0024
338,338.0,338.0,429.5676913249407,400862,35.0,0.0015,0.0024
339,339.0,339.0,429.568015596506,399686,36.0,0.0015,0.0024
340,340.0,340.0,429.5680450327289,398526,37.0,0.0015,0.0024
341,341.0,341.0,429.56779987427194,397340,38.0,0.0015,0.0024
342,342.0,342.0,429.5678569789576,396157,39.0,0.0015,0.0024
343,343.0,343.0,429.56794125961153,394986,40.0,0.0015,0.0024
344,344.0,344.0,429.56795806823743,393808,41.0,0.0015,0.0024
345,345.0,345.0,429.56795094227704,392656,42.0,0.0015,0.0024
346,346.0,346.0,429.56804244057395,391494,43.0,0.0015,0.0024
347,347.0,347.0,429.5678691943568,390337,44.0,0.0015,0.0024
348,348.0,348.0,429.56791112711613,389164,45.0,0.0015,0.0024
349,349.0,349.0,429.56785263491554,388003,46.0,0.0015,0.0024
350,350.0,350.0,429.56791700350846,386846,47.0,0.0015,0.0024
351,351.0,351.0,429.5677388250941,385690,48.0,0.0015,0.0024
352,352.0,352.0,429.5678714519361,384554,49.0,0.0015,0.0024
353,353.0,353.0,429.5678857857457,383401,50.0,0.0015,0.0024
354,354.0,354.0,429.56787903515095,382257,51.0,0.0015,0.0024
355,355.0,355.0,429.56779965573105,381099,52.0,0.0015,0.0024
356,356.0,356.0,429.56783115732617,379961,53.0,0.0015,0.0024
357,357.0,357.0,429.56775562577553,378820,54.0,0.0015,0.0024
358,358.0,358.0,429.5679209649277,377688,55.0,0.0015,0.0024
359,359.0,359.0,429.5679648013328,376569,56.0,0.0015,0.0024
360,360.0,360.0,429.5678750698383,375423,57.0,0.0015,0.0024
361,361.0,361.0,429.5679248265689,374297,58.0,0.0015,0.0024
362,362.0,362.0,429.5679646039861,373158,59.0,0.0015,0.0024
363,363.0,363.0,429.5678053681028,372041,60.0,0.0015,0.0024
364,364.0,364.0,429.5678749361459,370919,61.0,0.0015,0.0024
365,365.0,365.0,429.56778377151875,369809,62.0,0.0015,0.0024
366,366.0,366.0,429.5679222823793,368697,63.0,0.0015,0.0024
367,367.0,367.0,429.56776650251714,367572,64.0,0.0015,0.0024
368,368.0,368.0,429.56783528142614,366465,65.0,0.0015,0.0024
369,369.0,369.0,429.5679038585081,365347,66.0,0.0015,0.0024
370,370.0,370.0,429.56776979019946,364251,67.0,0.0015,0.0024
371,371.0,371.0,429.567960385417,363150,68.0,0.0015,0.0024
372,372.0,372.0,429.56799633707755,362059,69.0,0.0015,0.0024
373,373.0,373.0,429.5679868476307,360959,70.0,0.0015,0.0024
374,374.0,374.0,429.5677230879546,359855,71.0,0.0015,0.0024
375,375.0,375.0,429.5679469626555,358769,72.0,0.0015,0.0024
376,376.0,376.0,429.5677237554544,357672,73.0,0.0015,0.0024
377,377.0,377.0,429.5678898211486,356598,74.0,0.0015,0.0024
378,378.0,378.0,429.56795581119434,355519,75.0,0.0015,0.0024
379,379.0,379.0,429.5679614366619,354439,76.0,0.0015,0.0024
380,380.0,380.0,429.56782400903114,353360,77.0,0.0015,0.0024
381,381.0,381.0,429.56790157983295,352278,78.0,0.0015,0.0024
382,382.0,382.0,429.5678484232272,351213,79.0,0.0015,0.0024
383,383.0,383.0,429.567763682266,350139,80.0,0.0015,0.0024
384,384.0,384.0,429.5678832916548,349086,81.0,0.0015,0.0024
385,385.0,385.0,429.56795846709895,348025,82.0,0.0015,0.0024
386,386.0,386.0,429.5678635978405,346961,83.0,0.0015,0.0024
387,387.0,387.0,429.56771758549195,345905,84.0,0.0015,0.0024
388,388.0,388.0,429.5678183749328,344844,85.0,0.0015,0.0024
389,389.0,389.0,429.56793162865455,343802,86.0,0.0015,0.0024
390,390.0,390.0,429.5679221725008,342752,87.0,0.0015,0.0024
391,391.0,391.0,429.5679473719409,341719,88.0,0.0015,0.0024
392,392.0,392.0,429.56787427021,340674,89.0,0.0015,0.0024
393,393.0,393.0,429.5678509901465,339629,90.0,0.0015,0.0024
394,394.0,394.0,429.5677036821451,338597,91.0,0.0015,0.0024
395,395.0,395.0,429.56783694528355,337558,92.0,0.0015,0.0024
396,396.0,396.0,429.5677055882726,336537,93.0,0.0015,0.0024
397,397.0,397.0,429.56769535200687,335513,94.0,0.0015,0.0024
398,398.0,398.0,429.5678585855755,334491,95.0,0.0015,0.0024
399,399.0,399.0,429.5677202968073,333471,96.0,0.0015,0.0024
400,400.0,400.0,429.5678826553359,332446,97.0,0.0015,0.0024
