,Unnamed: 0.1,Unnamed: 0,total_counts,area,time,D (um^2/s),alpha (1/s)
401,401.0,401.0,429.5679537255951,331438,98.0,0.0015,0.0024
402,402.0,402.0,429.567884037222,330423,99.0,0.0015,0.0024
403,403.0,403.0,429.5677911072856,329421,100.0,0.0015,0.0024
404,404.0,404.0,429.9974996679303,443016,0.0,0.0045,0.0024
405,405.0,405.0,429.5676501421202,442872,1.0,0.0045,0.0024
406,406.0,406.0,429.5676281606646,443544,2.0,0.0045,0.0024
407,407.0,407.0,429.5675406835671,444155,3.0,0.0045,0.0024
408,408.0,408.0,429.5676592400329,444701,4.0,0.0045,0.0024
409,409.0,409.0,429.5677290339889,445204,5.0,0.0045,0.0024
410,410.0,410.0,429.5676307801,445652,6.0,0.0045,0.0024
411,411.0,411.0,429.56760923921746,446043,7.0,0.0045,0.0024
412,412.0,412.0,429.5678445301167,446381,8.0,0.0045,0.0024
413,413.0,413.0,429.5677286450428,446668,9.0,0.0045,0.0024
414,414.0,414.0,429.56784065349825,446924,10.0,0.0045,0.0024
415,415.0,415.0,429.5676926394774,447127,11.0,0.0045,0.0024
416,416.0,416.0,429.5675127830971,447294,12.0,0.0045,0.0024
417,417.0,417.0,429.56758573849,447415,13.0,0.0045,0.0024
418,418.0,418.0,429.5678038532719,447504,14.0,0.0045,0.0024
419,419.0,419.0,429.5675110098708,447555,15.0,0.0045,0.0024
420,420.0,420.0,429.5677680563843,447576,16.0,0.0045,0.0024
421,421.0,421.0,429.56772947031385,447569,17.0,0.0045,0.0024
422,422.0,422.0,429.5677075682369,447535,18.0,0.0045,0.0024
423,423.0,423.0,429.5675030491972,447483,19.0,0.0045,0.0024
424,424.0,424.0,429.5675180956166,447408,20.0,0.0045,0.0024
425,425.0,425.0,429.5676803466651,447308,21.0,0.0045,0.0024
426,426.0,426.0,429.5675867754747,447181,22.0,0.0045,0.0024
427,427.0,427.0,429.56767530586234,447037,23.0,0.0045,0.0024
428,428.0,428.0,429.5677409539628,446873,24.0,0.0045,0.0024
429,429.0,429.0,429.56766528502135,446686,25.0,0.0045,0.0024
430,430.0,430.0,429.5675068731105,446476,26.0,0.0045,0.0024
431,431.0,431.0,429.5675374559334,446246,27.0,0.0045,0.0024
432,432.0,432.0,429.56766136236024,446006,28.0,0.0045,0.0024
433,433.0,433.0,429.5675326988804,445747,29.0,0.0045,0.0024
434,434.0,434.0,429.56770843559167,445471,30.0,0.0045,0.0024
435,435.0,435.0,429.5676520640136,445176,31.0,0.0045,0.0024
436,436.0,436.0,429.5675386051795,444868,32.0,0.0045,0.0024
437,437.0,437.0,429.56772404458553,444549,33.0,0.0045,0.0024
438,438.0,438.0,429.5677333547646,444215,34.0,0.0045,0.0024
439,439.0,439.0,429.567516189367,443866,35.0,0.0045,0.0024
440,440.0,440.0,429.56767850723713,443505,36.0,0.0045,0.0024
441,441.0,441.0,429.5676201816869,443135,37.0,0.0045,0.0024
442,442.0,442.0,429.5677297630007,442754,38.0,0.0045,0.0024
443,443.0,443.0,429.56769899061135,442361,39.0,0.0045,0.0024
444,444.0,444.0,429.5675385257569,441956,40.0,0.0045,0.0024
445,445.0,445.0,429.5677154912151,441543,41.0,0.0045,0.0024
446,446.0,446.0,429.5676443297537,441121,42.0,0.0045,0.0024
447,447.0,447.0,429.5675810461855,440689,43.0,0.0045,0.0024
448,448.0,448.0,429.5675156470257,440247,44.0,0.0045,0.0024
449,449.0,449.0,429.56764980064503,439796,45.0,0.0045,0.0024
450,450.0,450.0,429.567714831838,439335,46.0,0.0045,0.0024
451,451.0,451.0,429.5676961691005,438864,47.0,0.0045,0.0024
452,452.0,452.0,429.5675808201435,438384,48.0,0.0045,0.0024
453,453.0,453.0,429.5677215156851,437898,49.0,0.0045,0.0024
454,454.0,454.0,429.56769229930353,437405,50.0,0.0045,0.0024
455,455.0,455.0,429.567557676112,436906,51.0,0.0045,0.0024
456,456.0,456.0,429.5677196526114,436401,52.0,0.0045,0.0024
457,457.0,457.0,429.5675716726397,435887,53.0,0.0045,0.0024
458,458.0,458.0,429.56761997241625,435366,54.0,0.0045,0.0024
459,459.0,459.0,429.56761550223257,434837,55.0,0.0045,0.0024
460,460.0,460.0,429.5675317206641,434300,56.0,0.0045,0.0024
461,461.0,461.0,429.56763346400305,433757,57.0,0.0045,0.0024
462,462.0,462.0,429.56760174678993,433209,58.0,0.0045,0.0024
463,463.0,463.0,429.5675855753056,432657,59.0,0.0045,0.0024
464,464.0,464.0,429.56761904859445,432101,60.0,0.0045,0.0024
465,465.0,465.0,429.5677133304046,431540,61.0,0.0045,0.0024
466,466.0,466.0,429.5675604730149,430972,62.0,0.0045,0.0024
467,467.0,467.0,429.5676817570997,430399,63.0,0.0045,0.0024
468,468.0,468.0,429.56758363218466,429819,64.0,0.0045,0.0024
469,469.0,469.0,429.5676279148304,429235,65.0,0.0045,0.0024
470,470.0,470.0,429.5675533047417,428648,66.0,0.0045,0.0024
471,471.0,471.0,429.567567181962,428059,67.0,0.0045,0.0024
472,472.0,472.0,429.5675998747858,427467,68.0,0.0045,0.0024
473,473.0,473.0,429.5675299693309,426869,69.0,0.0045,0.0024
474,474.0,474.0,429.5676913870804,426267,70.0,0.0045,0.0024
475,475.0,475.0,429.5676401506926,425659,71.0,0.0045,0.0024
476,476.0,476.0,429.5675366942377,425047,72.0,0.0045,0.0024
477,477.0,477.0,429.56752829704953,424434,73.0,0.0045,0.0024
478,478.0,478.0,429.5676177973232,423820,74.0,0.0045,0.0024
479,479.0,479.0,429.5675129747676,423203,75.0,0.0045,0.0024
480,480.0,480.0,429.5676201557872,422584,76.0,0.0045,0.0024
481,481.0,481.0,429.56761866582775,421961,77.0,0.0045,0.0024
482,482.0,482.0,429.5675453227703,421331,78.0,0.0045,0.0024
483,483.0,483.0,429.5676109010929,420700,79.0,0.0045,0.0024
484,484.0,484.0,429.5676420350772,420068,80.0,0.0045,0.0024
485,485.0,485.0,429.5677083702008,419435,81.0,0.0045,0.0024
486,486.0,486.0,429.5675583257756,418799,82.0,0.0045,0.0024
487,487.0,487.0,429.5676018964455,418161,83.0,0.0045,0.0024
488,488.0,488.0,429.56751818684785,417519,84.0,0.0045,0.0024
489,489.0,489.0,429.5676741200658,416877,85.0,0.0045,0.0024
490,490.0,490.0,429.5675057258067,416234,86.0,0.0045,0.0024
491,491.0,491.0,429.5675495280227,415589,87.0,0.0045,0.0024
492,492.0,492.0,429.5675793345436,414942,88.0,0.0045,0.0024
493,493.0,493.0,429.5675169789138,414292,89.0,0.0045,0.0024
494,494.0,494.0,429.5676756209624,413640,90.0,0.0045,0.0024
495,495.0,495.0,429.5676635506245,412986,91.0,0.0045,0.0024
496,496.0,496.0,429.5675051463349,412332,92.0,0.0045,0.0024
497,497.0,497.0,429.56770166340823,411680,93.0,0.0045,0.0024
498,498.0,498.0,429.5675646572043,411026,94.0,0.0045,0.0024
499,499.0,499.0,429.56751242051735,410371,95.0,0.0045,0.0024
500,500.0,500.0,429.5676232627471,409712,96.0,0.0045,0.0024
501,501.0,501.0,429.5676418226796,409051,97.0,0.0045,0.0024
502,502.0,502.0,429.56754356077727,408390,98.0,0.0045,0.0024
503,503.0,503.0,429.5676072699388,407730,99.0,0.0045,0.0024
504,504.0,504.0,429.5675696633833,407069,100.0,0.0045,0.0024
505,505.0,505.0,429.9974071596388,443016,0.0,0.006,0.0024
506,506.0,506.0,429.5676533679781,443818,1.0,0.006,0.0024
507,507.0,507.0,429.567565247074,445359,2.0,0.006,0.0024
508,508.0,508.0,429.56762545817287,446828,3.0,0.006,0.0024
509,509.0,509.0,429.5676095552448,448182,4.0,0.006,0.0024
510,510.0,510.0,429.5677117306311,449433,5.0,0.006,0.0024
511,511.0,511.0,429.5677370259386,450606,6.0,0.006,0.0024
512,512.0,512.0,429.56771178146096,451679,7.0,0.006,0.0024
513,513.0,513.0,429.567671372745,452677,8.0,0.006,0.0024
514,514.0,514.0,429.5675594564542,453589,9.0,0.006,0.0024
515,515.0,515.0,429.5674623294494,454436,10.0,0.006,0.0024
516,516.0,516.0,429.567719375954,455219,11.0,0.006,0.0024
517,517.0,517.0,429.567520177529,455947,12.0,0.006,0.0024
518,518.0,518.0,429.5674510854238,456639,13.0,0.006,0.0024
519,519.0,519.0,429.5674975171241,457261,14.0,0.006,0.0024
520,520.0,520.0,429.5675112858259,457839,15.0,0.006,0.0024
521,521.0,521.0,429.56742542365146,458383,16.0,0.006,0.0024
522,522.0,522.0,429.56748692510416,458865,17.0,0.006,0.0024
523,523.0,523.0,429.5674732045476,459303,18.0,0.006,0.0024
524,524.0,524.0,429.5674798678788,459715,19.0,0.006,0.0024
525,525.0,525.0,429.5674855993741,460087,20.0,0.006,0.0024
526,526.0,526.0,429.5674752872486,460416,21.0,0.006,0.0024
527,527.0,527.0,429.5676228022461,460716,22.0,0.006,0.0024
528,528.0,528.0,429.5675985497928,460982,23.0,0.006,0.0024
529,529.0,529.0,429.5676452068414,461220,24.0,0.006,0.0024
530,530.0,530.0,429.5675173764395,461434,25.0,0.006,0.0024
531,531.0,531.0,429.5675890409651,461615,26.0,0.006,0.0024
532,532.0,532.0,429.5675607110385,461762,27.0,0.006,0.0024
533,533.0,533.0,429.56762825766856,461896,28.0,0.006,0.0024
534,534.0,534.0,429.56763083336654,462011,29.0,0.006,0.0024
535,535.0,535.0,429.5675963803017,462105,30.0,0.006,0.0024
536,536.0,536.0,429.56752122225754,462173,31.0,0.006,0.0024
537,537.0,537.0,429.5675186158284,462215,32.0,0.006,0.0024
538,538.0,538.0,429.567590544499,462231,33.0,0.006,0.0024
539,539.0,539.0,429.5676355017176,462228,34.0,0.006,0.0024
540,540.0,540.0,429.5674620543936,462210,35.0,0.006,0.0024
541,541.0,541.0,429.5676315592024,462173,36.0,0.006,0.0024
542,542.0,542.0,429.56743016238073,462114,37.0,0.006,0.0024
543,543.0,543.0,429.5674679581233,462035,38.0,0.006,0.0024
544,544.0,544.0,429.5676168426853,461935,39.0,0.006,0.0024
545,545.0,545.0,429.56744998067154,461811,40.0,0.006,0.0024
546,546.0,546.0,429.5675876067001,461685,41.0,0.006,0.0024
547,547.0,547.0,429.5674284967753,461540,42.0,0.006,0.0024
548,548.0,548.0,429.5676144333772,461379,43.0,0.006,0.0024
549,549.0,549.0,429.5674767074806,461199,44.0,0.006,0.0024
550,550.0,550.0,429.56744084470415,461002,45.0,0.006,0.0024
551,551.0,551.0,429.5674949509084,460788,46.0,0.006,0.0024
552,552.0,552.0,429.5675765599564,460564,47.0,0.006,0.0024
553,553.0,553.0,429.5675364661776,460331,48.0,0.006,0.0024
554,554.0,554.0,429.5676037418153,460085,49.0,0.006,0.0024
555,555.0,555.0,429.5675848939556,459825,50.0,0.006,0.0024
556,556.0,556.0,429.5674589476442,459551,51.0,0.006,0.0024
557,557.0,557.0,429.56741795737395,459264,52.0,0.006,0.0024
558,558.0,558.0,429.5675079468387,458965,53.0,0.006,0.0024
559,559.0,559.0,429.5676069541275,458662,54.0,0.006,0.0024
560,560.0,560.0,429.567432720758,458347,55.0,0.006,0.0024
561,561.0,561.0,429.56759498051616,458023,56.0,0.006,0.0024
562,562.0,562.0,429.56746737771914,457687,57.0,0.006,0.0024
563,563.0,563.0,429.567463135688,457341,58.0,0.006,0.0024
564,564.0,564.0,429.5675355033456,456985,59.0,0.006,0.0024
565,565.0,565.0,429.5674445886492,456622,60.0,0.006,0.0024
566,566.0,566.0,429.5674197104265,456253,61.0,0.006,0.0024
567,567.0,567.0,429.56748854719496,455876,62.0,0.006,0.0024
568,568.0,568.0,429.5674138660797,455490,63.0,0.006,0.0024
569,569.0,569.0,429.56758110914075,455097,64.0,0.006,0.0024
570,570.0,570.0,429.56760146826906,454695,65.0,0.006,0.0024
571,571.0,571.0,429.5674616219397,454285,66.0,0.006,0.0024
572,572.0,572.0,429.5675669148891,453874,67.0,0.006,0.0024
573,573.0,573.0,429.56755888791486,453456,68.0,0.006,0.0024
574,574.0,574.0,429.5674117434704,453031,69.0,0.006,0.0024
575,575.0,575.0,429.5675024222754,452601,70.0,0.006,0.0024
576,576.0,576.0,429.5674520093795,452164,71.0,0.006,0.0024
577,577.0,577.0,429.56743337741034,451721,72.0,0.006,0.0024
578,578.0,578.0,429.5674203464968,451272,73.0,0.006,0.0024
579,579.0,579.0,429.567567053697,450818,74.0,0.006,0.0024
580,580.0,580.0,429.5674275777626,450357,75.0,0.006,0.0024
581,581.0,581.0,429.5674263214059,449892,76.0,0.006,0.0024
582,582.0,582.0,429.5675063385874,449426,77.0,0.006,0.0024
583,583.0,583.0,429.56749635917146,448955,78.0,0.006,0.0024
584,584.0,584.0,429.5675856371786,448480,79.0,0.006,0.0024
585,585.0,585.0,429.56755816139025,448000,80.0,0.006,0.0024
586,586.0,586.0,429.56758597991535,447516,81.0,0.006,0.0024
587,587.0,587.0,429.5674745506248,447027,82.0,0.006,0.0024
588,588.0,588.0,429.5674171858573,446534,83.0,0.006,0.0024
589,589.0,589.0,429.5675828702492,446038,84.0,0.006,0.0024
590,590.0,590.0,429.5675833786379,445537,85.0,0.006,0.0024
591,591.0,591.0,429.5675411473374,445032,86.0,0.006,0.0024
592,592.0,592.0,429.5675044696376,444526,87.0,0.006,0.0024
593,593.0,593.0,429.567572365591,444017,88.0,0.006,0.0024
594,594.0,594.0,429.5674299753244,443504,89.0,0.006,0.0024
595,595.0,595.0,429.56741997879186,442989,90.0,0.006,0.0024
596,596.0,596.0,429.5675233522816,442472,91.0,0.006,0.0024
597,597.0,597.0,429.5675700724903,441952,92.0,0.006,0.0024
598,598.0,598.0,429.5675325170964,441429,93.0,0.006,0.0024
599,599.0,599.0,429.56758642521913,440904,94.0,0.006,0.0024
600,600.0,600.0,429.5675287741101,440376,95.0,0.006,0.0024
601,601.0,601.0,429.5675389909561,439846,96.0,0.006,0.0024
602,602.0,602.0,429.5675878384142,439315,97.0,0.006,0.0024
603,603.0,603.0,429.56753496055944,438781,98.0,0.006,0.0024
604,604.0,604.0,429.5675660208386,438245,99.0,0.006,0.0024
605,605.0,605.0,429.5675551809433,437707,100.0,0.006,0.0024
606,606.0,606.0,429.99762301287893,443016,0.0,0.0025,0.0024
607,607.0,607.0,429.5677398081767,441642,1.0,0.0025,0.0024
608,608.0,608.0,429.56763978022815,441082,2.0,0.0025,0.0024
609,609.0,609.0,429.5677769721554,440508,3.0,0.0025,0.0024
610,610.0,610.0,429.5676781665208,439920,4.0,0.0025,0.0024
611,611.0,611.0,429.56791129095575,439336,5.0,0.0025,0.0024
612,612.0,612.0,429.56793460184247,438737,6.0,0.0025,0.0024
613,613.0,613.0,429.5679721420894,438119,7.0,0.0025,0.0024
614,614.0,614.0,429.5679855019801,437479,8.0,0.0025,0.0024
615,615.0,615.0,429.5678096715799,436819,9.0,0.0025,0.0024
616,616.0,616.0,429.5677552795328,436164,10.0,0.0025,0.0024
617,617.0,617.0,429.56775484046057,435492,11.0,0.0025,0.0024
618,618.0,618.0,429.5678736574433,434800,12.0,0.0025,0.0024
619,619.0,619.0,429.567923981069,434092,13.0,0.0025,0.0024
620,620.0,620.0,429.56770249320914,433379,14.0,0.0025,0.0024
621,621.0,621.0,429.5677158664995,432661,15.0,0.0025,0.0024
622,622.0,622.0,429.5678267794089,431928,16.0,0.0025,0.0024
623,623.0,623.0,429.5679038601144,431180,17.0,0.0025,0.0024
624,624.0,624.0,429.5678995104461,430419,18.0,0.0025,0.0024
625,625.0,625.0,429.5676872305719,429663,19.0,0.0025,0.0024
626,626.0,626.0,429.5676407441384,428895,20.0,0.0025,0.0024
627,627.0,627.0,429.567637654091,428107,21.0,0.0025,0.0024
628,628.0,628.0,429.5679434881247,427315,22.0,0.0025,0.0024
629,629.0,629.0,429.5676829088979,426528,23.0,0.0025,0.0024
630,630.0,630.0,429.5679038982673,425723,24.0,0.0025,0.0024
631,631.0,631.0,429.56785467815087,424899,25.0,0.0025,0.0024
632,632.0,632.0,429.5677353766102,424076,26.0,0.0025,0.0024
633,633.0,633.0,429.56785814834205,423253,27.0,0.0025,0.0024
634,634.0,634.0,429.56767936020645,422416,28.0,0.0025,0.0024
635,635.0,635.0,429.56768610136305,421570,29.0,0.0025,0.0024
636,636.0,636.0,429.5679179569782,420733,30.0,0.0025,0.0024
637,637.0,637.0,429.5678032878226,419880,31.0,0.0025,0.0024
638,638.0,638.0,429.5676255832522,419014,32.0,0.0025,0.0024
639,639.0,639.0,429.5677165656181,418151,33.0,0.0025,0.0024
640,640.0,640.0,429.56763150776055,417294,34.0,0.0025,0.0024
641,641.0,641.0,429.5676661955498,416429,35.0,0.0025,0.0024
642,642.0,642.0,429.5676998557861,415560,36.0,0.0025,0.0024
643,643.0,643.0,429.5677644866471,414688,37.0,0.0025,0.0024
644,644.0,644.0,429.567700300392,413808,38.0,0.0025,0.0024
645,645.0,645.0,429.567808553301,412918,39.0,0.0025,0.0024
646,646.0,646.0,429.56782704711185,412037,40.0,0.0025,0.0024
647,647.0,647.0,429.56781312898744,411159,41.0,0.0025,0.0024
648,648.0,648.0,429.5678365875633,410274,42.0,0.0025,0.0024
649,649.0,649.0,429.5678229300562,409382,43.0,0.0025,0.0024
650,650.0,650.0,429.567902178576,408493,44.0,0.0025,0.0024
651,651.0,651.0,429.567654488304,407594,45.0,0.0025,0.0024
652,652.0,652.0,429.5677752540821,406691,46.0,0.0025,0.0024
653,653.0,653.0,429.5676960048112,405801,47.0,0.0025,0.0024
654,654.0,654.0,429.5676649634023,404908,48.0,0.0025,0.0024
655,655.0,655.0,429.5677083963319,404007,49.0,0.0025,0.0024
656,656.0,656.0,429.5677440017402,403106,50.0,0.0025,0.0024
657,657.0,657.0,429.5677673698403,402204,51.0,0.0025,0.0024
658,658.0,658.0,429.5677400493832,401293,52.0,0.0025,0.0024
659,659.0,659.0,429.56763933997286,400389,53.0,0.0025,0.0024
660,660.0,660.0,429.5677558434421,399492,54.0,0.0025,0.0024
661,661.0,661.0,429.56784585072046,398589,55.0,0.0025,0.0024
662,662.0,662.0,429.5676402129895,397678,56.0,0.0025,0.0024
663,663.0,663.0,429.56772320343606,396774,57.0,0.0025,0.0024
664,664.0,664.0,429.5678704625945,395863,58.0,0.0025,0.0024
665,665.0,665.0,429.56764852161496,394949,59.0,0.0025,0.0024
666,666.0,666.0,429.5679075000796,394049,60.0,0.0025,0.0024
667,667.0,667.0,429.56771828016514,393144,61.0,0.0025,0.0024
668,668.0,668.0,429.5678577235748,392233,62.0,0.0025,0.0024
669,669.0,669.0,429.56774559017674,391326,63.0,0.0025,0.0024
670,670.0,670.0,429.56762677545765,390416,64.0,0.0025,0.0024
671,671.0,671.0,429.56784864981614,389501,65.0,0.0025,0.0024
672,672.0,672.0,429.5676341077553,388596,66.0,0.0025,0.0024
673,673.0,673.0,429.56785412331953,387694,67.0,0.0025,0.0024
674,674.0,674.0,429.567853689242,386786,68.0,0.0025,0.0024
675,675.0,675.0,429.56773644226257,385877,69.0,0.0025,0.0024
676,676.0,676.0,429.56770739186777,384971,70.0,0.0025,0.0024
677,677.0,677.0,429.5677501377704,384058,71.0,0.0025,0.0024
678,678.0,678.0,429.567861437013,383152,72.0,0.0025,0.0024
679,679.0,679.0,429.5677721003764,382252,73.0,0.0025,0.0024
680,680.0,680.0,429.567697811315,381347,74.0,0.0025,0.0024
681,681.0,681.0,429.5678089718373,380442,75.0,0.0025,0.0024
682,682.0,682.0,429.5676485498879,379540,76.0,0.0025,0.0024
683,683.0,683.0,429.5677068326426,378633,77.0,0.0025,0.0024
684,684.0,684.0,429.5677262550921,377727,78.0,0.0025,0.0024
685,685.0,685.0,429.56771005398,376831,79.0,0.0025,0.0024
686,686.0,686.0,429.56770764888176,375932,80.0,0.0025,0.0024
687,687.0,687.0,429.56769455102034,375031,81.0,0.0025,0.0024
688,688.0,688.0,429.5677939794619,374131,82.0,0.0025,0.0024
689,689.0,689.0,429.5676726498785,373226,83.0,0.0025,0.0024
690,690.0,690.0,429.5677770443402,372318,84.0,0.0025,0.0024
691,691.0,691.0,429.5676649743537,371419,85.0,0.0025,0.0024
692,692.0,692.0,429.5677469554003,370519,86.0,0.0025,0.0024
693,693.0,693.0,429.567745919963,369615,87.0,0.0025,0.0024
694,694.0,694.0,429.56784674066694,368722,88.0,0.0025,0.0024
695,695.0,695.0,429.5678910451266,367830,89.0,0.0025,0.0024
696,696.0,696.0,429.5677525964495,366934,90.0,0.0025,0.0024
697,697.0,697.0,429.5677926358527,366047,91.0,0.0025,0.0024
698,698.0,698.0,429.56789397668496,365152,92.0,0.0025,0.0024
699,699.0,699.0,429.5678663242474,364251,93.0,0.0025,0.0024
700,700.0,700.0,429.5678086865206,363358,94.0,0.0025,0.0024
701,701.0,701.0,429.5677821337612,362469,95.0,0.0025,0.0024
702,702.0,702.0,429.567859170894,361576,96.0,0.0025,0.0024
703,703.0,703.0,429.56771792209577,360690,97.0,0.0025,0.0024
704,704.0,704.0,429.56770454497337,359811,98.0,0.0025,0.0024
705,705.0,705.0,429.5676663003859,358929,99.0,0.0025,0.0024
706,706.0,706.0,429.5678615459413,358055,100.0,0.0025,0.0024
707,707.0,707.0,429.9975921765827,443016,0.0,0.003,0.0024
708,708.0,708.0,429.567672974939,441952,1.0,0.003,0.0024
709,709.0,709.0,429.5677809218478,441701,2.0,0.003,0.0024
710,710.0,710.0,429.56765533737024,441432,3.0,0.003,0.0024
711,711.0,711.0,429.5680290873877,441144,4.0,0.003,0.0024
712,712.0,712.0,429.56776522992374,440832,5.0,0.003,0.0024
713,713.0,713.0,429.5679536563063,440499,6.0,0.003,0.0024
714,714.0,714.0,429.5677037209144,440141,7.0,0.003,0.0024
715,715.0,715.0,429.56784361072664,439760,8.0,0.003,0.0024
716,716.0,716.0,429.5679260245967,439356,9.0,0.003,0.0024
717,717.0,717.0,429.5679515646329,438937,10.0,0.003,0.0024
718,718.0,718.0,429.5678025424254,438500,11.0,0.003,0.0024
719,719.0,719.0,429.5676697359347,438042,12.0,0.003,0.0024
720,720.0,720.0,429.5678721966122,437564,13.0,0.003,0.0024
721,721.0,721.0,429.5677601840096,437065,14.0,0.003,0.0024
722,722.0,722.0,429.5676843476723,436547,15.0,0.003,0.0024
723,723.0,723.0,429.5676583901334,436010,16.0,0.003,0.0024
724,724.0,724.0,429.56765488249226,435461,17.0,0.003,0.0024
725,725.0,725.0,429.5677418361353,434906,18.0,0.003,0.0024
726,726.0,726.0,429.56762892213067,434335,19.0,0.003,0.0024
727,727.0,727.0,429.5677383109588,433748,20.0,0.003,0.0024
728,728.0,728.0,429.5676711790036,433145,21.0,0.003,0.0024
729,729.0,729.0,429.56769403205914,432527,22.0,0.003,0.0024
730,730.0,730.0,429.5676250261038,431903,23.0,0.003,0.0024
731,731.0,731.0,429.5676024663932,431275,24.0,0.003,0.0024
732,732.0,732.0,429.5678947660187,430635,25.0,0.003,0.0024
733,733.0,733.0,429.56790169725497,429978,26.0,0.003,0.0024
734,734.0,734.0,429.56765178183787,429306,27.0,0.003,0.0024
735,735.0,735.0,429.56785866596096,428630,28.0,0.003,0.0024
736,736.0,736.0,429.56763553437435,427952,29.0,0.003,0.0024
737,737.0,737.0,429.5676147569975,427264,30.0,0.003,0.0024
738,738.0,738.0,429.56765461807834,426565,31.0,0.003,0.0024
739,739.0,739.0,429.56764360321006,425851,32.0,0.003,0.0024
740,740.0,740.0,429.5676074283663,425137,33.0,0.003,0.0024
741,741.0,741.0,429.56772593001074,424421,34.0,0.003,0.0024
742,742.0,742.0,429.56780405659896,423695,35.0,0.003,0.0024
743,743.0,743.0,429.5677622306824,422959,36.0,0.003,0.0024
744,744.0,744.0,429.56760270595134,422220,37.0,0.003,0.0024
745,745.0,745.0,429.5678640883139,421485,38.0,0.003,0.0024
746,746.0,746.0,429.5676513664777,420736,39.0,0.003,0.0024
747,747.0,747.0,429.5677077598479,419978,40.0,0.003,0.0024
748,748.0,748.0,429.5676017935827,419213,41.0,0.003,0.0024
749,749.0,749.0,429.5676657614897,418455,42.0,0.003,0.0024
750,750.0,750.0,429.5677693065637,417695,43.0,0.003,0.0024
751,751.0,751.0,429.5677547116614,416928,44.0,0.003,0.0024
752,752.0,752.0,429.567640777527,416145,45.0,0.003,0.0024
753,753.0,753.0,429.5677160254609,415368,46.0,0.003,0.0024
754,754.0,754.0,429.5678662073889,414590,47.0,0.003,0.0024
755,755.0,755.0,429.567852811586,413804,48.0,0.003,0.0024
756,756.0,756.0,429.5677528890666,413012,49.0,0.003,0.0024
757,757.0,757.0,429.5677507855759,412228,50.0,0.003,0.0024
758,758.0,758.0,429.5677677155348,411440,51.0,0.003,0.0024
759,759.0,759.0,429.5678538846888,410641,52.0,0.003,0.0024
760,760.0,760.0,429.56761746243296,409835,53.0,0.003,0.0024
761,761.0,761.0,429.5677001262336,409037,54.0,0.003,0.0024
762,762.0,762.0,429.56775173490615,408239,55.0,0.003,0.0024
763,763.0,763.0,429.5677320298418,407435,56.0,0.003,0.0024
764,764.0,764.0,429.56768185106137,406627,57.0,0.003,0.0024
765,765.0,765.0,429.5677238212462,405820,58.0,0.003,0.0024
766,766.0,766.0,429.5677192872414,405011,59.0,0.003,0.0024
767,767.0,767.0,429.5676717960483,404195,60.0,0.003,0.0024
768,768.0,768.0,429.56778747592546,403379,61.0,0.003,0.0024
769,769.0,769.0,429.56774155461056,402570,62.0,0.003,0.0024
770,770.0,770.0,429.5678074710665,401760,63.0,0.003,0.0024
771,771.0,771.0,429.5677909338552,400938,64.0,0.003,0.0024
772,772.0,772.0,429.56762158791906,400116,65.0,0.003,0.0024
773,773.0,773.0,429.56770397454505,399300,66.0,0.003,0.0024
774,774.0,774.0,429.5677646537801,398480,67.0,0.003,0.0024
775,775.0,775.0,429.5677491944627,397655,68.0,0.003,0.0024
776,776.0,776.0,429.5677585877761,396837,69.0,0.003,0.0024
777,777.0,777.0,429.5677248218989,396020,70.0,0.003,0.0024
778,778.0,778.0,429.56781137251295,395194,71.0,0.003,0.0024
779,779.0,779.0,429.56765915098873,394364,72.0,0.003,0.0024
780,780.0,780.0,429.5676895672085,393542,73.0,0.003,0.0024
781,781.0,781.0,429.5678516973273,392721,74.0,0.003,0.0024
782,782.0,782.0,429.5676455093648,391894,75.0,0.003,0.0024
783,783.0,783.0,429.5678144314413,391071,76.0,0.003,0.0024
784,784.0,784.0,429.56764904834233,390244,77.0,0.003,0.0024
785,785.0,785.0,429.56761310935974,389414,78.0,0.003,0.0024
786,786.0,786.0,429.56776634838,388579,79.0,0.003,0.0024
787,787.0,787.0,429.56764485604424,387748,80.0,0.003,0.0024
788,788.0,788.0,429.56776842366907,386921,81.0,0.003,0.0024
789,789.0,789.0,429.56770154598775,386089,82.0,0.003,0.0024
790,790.0,790.0,429.5676602681564,385256,83.0,0.003,0.0024
791,791.0,791.0,429.5677164931524,384431,84.0,0.003,0.0024
792,792.0,792.0,429.5677412393198,383607,85.0,0.003,0.0024
793,793.0,793.0,429.5678436820802,382780,86.0,0.003,0.0024
794,794.0,794.0,429.56760089238975,381945,87.0,0.003,0.0024
795,795.0,795.0,429.5676432329655,381116,88.0,0.003,0.0024
796,796.0,796.0,429.5678107631385,380285,89.0,0.003,0.0024
797,797.0,797.0,429.5676932436653,379450,90.0,0.003,0.0024
798,798.0,798.0,429.5678157877025,378623,91.0,0.003,0.0024
799,799.0,799.0,429.56768154588485,377798,92.0,0.003,0.0024
800,800.0,800.0,429.5677917229461,376971,93.0,0.003,0.0024
801,801.0,801.0,429.5676271625688,376146,94.0,0.003,0.0024
802,802.0,802.0,429.5677855010873,375330,95.0,0.003,0.0024
803,803.0,803.0,429.56780503952695,374515,96.0,0.003,0.0024
804,804.0,804.0,429.56777152064814,373684,97.0,0.003,0.0024
805,805.0,805.0,429.5676787755325,372858,98.0,0.003,0.0024
