,total_counts,area,time,D (um^2/s),alpha (1/s)
517,429.56779106928343,416660,12.0,0.0025,0.0042
518,429.5680352021375,414527,13.0,0.0025,0.0042
519,429.56809728822304,412391,14.0,0.0025,0.0042
520,429.5678131403524,410242,15.0,0.0025,0.0042
521,429.5680424853423,408127,16.0,0.0025,0.0042
522,429.56780820545237,406026,17.0,0.0025,0.0042
523,429.5680935762735,403898,18.0,0.0025,0.0042
524,429.56809319893347,401781,19.0,0.0025,0.0042
525,429.56788196166167,399693,20.0,0.0025,0.0042
526,429.5678777021705,397592,21.0,0.0025,0.0042
527,429.56802921299425,395501,22.0,0.0025,0.0042
528,429.5679378620356,393427,23.0,0.0025,0.0042
529,429.56791417198417,391340,24.0,0.0025,0.0042
530,429.5680241240243,389267,25.0,0.0025,0.0042
531,429.56811029839827,387219,26.0,0.0025,0.0042
532,429.5679509118459,385167,27.0,0.0025,0.0042
533,429.5681167328394,383110,28.0,0.0025,0.0042
534,429.56780975187144,381068,29.0,0.0025,0.0042
535,429.56788515111634,379049,30.0,0.0025,0.0042
536,429.5679512435836,377023,31.0,0.0025,0.0042
537,429.56803307518317,375008,32.0,0.0025,0.0042
538,429.5680922304527,373004,33.0,0.0025,0.0042
539,429.5678418934066,370998,34.0,0.0025,0.0042
540,429.5678960015945,369014,35.0,0.0025,0.0042
541,429.56781520759773,367044,36.0,0.0025,0.0042
542,429.56799301781814,365061,37.0,0.0025,0.0042
543,429.56795301747206,363091,38.0,0.0025,0.0042
544,429.5680488506721,361150,39.0,0.0025,0.0042
545,429.568105062677,359205,40.0,0.0025,0.0042
546,429.5679182971507,357262,41.0,0.0025,0.0042
547,429.56799731831813,355334,42.0,0.0025,0.0042
548,429.5681028251943,353422,43.0,0.0025,0.0042
549,429.5680892233645,351513,44.0,0.0025,0.0042
550,429.5681051210444,349614,45.0,0.0025,0.0042
551,429.56803041581543,347722,46.0,0.0025,0.0042
552,429.56781716694456,345840,47.0,0.0025,0.0042
553,429.56785275135763,343974,48.0,0.0025,0.0042
554,429.56787105064336,342116,49.0,0.0025,0.0042
555,429.5680793796392,340255,50.0,0.0025,0.0042
556,429.56784792465425,338415,51.0,0.0025,0.0042
557,429.5679241820642,336593,52.0,0.0025,0.0042
558,429.56807634541667,334749,53.0,0.0025,0.0042
559,429.56810748139344,332908,54.0,0.0025,0.0042
560,429.5680539882252,331084,55.0,0.0025,0.0042
561,429.56809530181994,329271,56.0,0.0025,0.0042
562,429.5679968035955,327466,57.0,0.0025,0.0042
563,429.56782329440364,325677,58.0,0.0025,0.0042
564,429.56785536875253,323896,59.0,0.0025,0.0042
565,429.56781766360393,322112,60.0,0.0025,0.0042
566,429.5680657306753,320338,61.0,0.0025,0.0042
567,429.5680034262431,318582,62.0,0.0025,0.0042
568,429.5679054883939,316854,63.0,0.0025,0.0042
569,429.5678214475485,315143,64.0,0.0025,0.0042
570,429.56804683881586,313412,65.0,0.0025,0.0042
571,429.56788050506805,311692,66.0,0.0025,0.0042
572,429.5681036997527,309990,67.0,0.0025,0.0042
573,429.56796618081626,308297,68.0,0.0025,0.0042
574,429.56790133681943,306623,69.0,0.0025,0.0042
575,429.5679821619113,304976,70.0,0.0025,0.0042
576,429.5680576693357,303305,71.0,0.0025,0.0042
577,429.5680630859586,301642,72.0,0.0025,0.0042
578,429.56779242122275,300000,73.0,0.0025,0.0042
579,429.56782536414255,298375,74.0,0.0025,0.0042
580,429.5680070629201,296762,75.0,0.0025,0.0042
581,429.56804210394324,295162,76.0,0.0025,0.0042
582,429.5679142219032,293556,77.0,0.0025,0.0042
583,429.56811653043627,291956,78.0,0.0025,0.0042
584,429.5678254800855,290370,79.0,0.0025,0.0042
585,429.5679485649792,288808,80.0,0.0025,0.0042
586,429.5679169784751,287256,81.0,0.0025,0.0042
587,429.5679973415136,285705,82.0,0.0025,0.0042
588,429.56785908650284,284159,83.0,0.0025,0.0042
589,429.5677908914124,282619,84.0,0.0025,0.0042
590,429.56778231995196,281092,85.0,0.0025,0.0042
591,429.56778628723845,279588,86.0,0.0025,0.0042
592,429.56795703189243,278095,87.0,0.0025,0.0042
593,429.5680371939817,276595,88.0,0.0025,0.0042
594,429.56802430887353,275107,89.0,0.0025,0.0042
595,429.5678944445792,273624,90.0,0.0025,0.0042
596,429.5680953969937,272156,91.0,0.0025,0.0042
597,429.5678613506826,270708,92.0,0.0025,0.0042
598,429.56803624985366,269269,93.0,0.0025,0.0042
599,429.5680644972792,267822,94.0,0.0025,0.0042
600,429.56803914583975,266389,95.0,0.0025,0.0042
601,429.5680815821138,264961,96.0,0.0025,0.0042
602,429.56782256142856,263551,97.0,0.0025,0.0042
603,429.5679269200392,262156,98.0,0.0025,0.0042
604,429.5678725337528,260765,99.0,0.0025,0.0042
605,429.568055823803,259377,100.0,0.0025,0.0042
606,429.9977454590728,443016,0.0,0.003,0.0042
607,429.56780650086887,440358,1.0,0.003,0.0042
608,429.5679921706897,438545,2.0,0.003,0.0042
609,429.5677955360619,436705,3.0,0.003,0.0042
610,429.5678629991704,434856,4.0,0.003,0.0042
611,429.5680752475357,433009,5.0,0.003,0.0042
612,429.5681339910454,431146,6.0,0.003,0.0042
613,429.5678352192714,429273,7.0,0.003,0.0042
614,429.5679009637775,427406,8.0,0.003,0.0042
615,429.5680041571811,425522,9.0,0.003,0.0042
616,429.5678988926853,423624,10.0,0.003,0.0042
617,429.5680394024753,421731,11.0,0.003,0.0042
618,429.5678776145514,419804,12.0,0.003,0.0042
619,429.5678346408825,417869,13.0,0.003,0.0042
620,429.5679977535375,415951,14.0,0.003,0.0042
621,429.5679799871659,414007,15.0,0.003,0.0042
622,429.56794214671555,412064,16.0,0.003,0.0042
623,429.567829774667,410146,17.0,0.003,0.0042
624,429.56807863717916,408204,18.0,0.003,0.0042
625,429.5680807714582,406262,19.0,0.003,0.0042
626,429.56794552606584,404339,20.0,0.003,0.0042
627,429.56781680737475,402404,21.0,0.003,0.0042
628,429.56776350763704,400469,22.0,0.003,0.0042
629,429.56793663912396,398544,23.0,0.003,0.0042
630,429.5678235685749,396621,24.0,0.003,0.0042
631,429.56794595204394,394698,25.0,0.003,0.0042
632,429.5680562879599,392781,26.0,0.003,0.0042
633,429.56801644519436,390865,27.0,0.003,0.0042
634,429.56787002383646,388956,28.0,0.003,0.0042
635,429.56789840711053,387052,29.0,0.003,0.0042
636,429.5680092364738,385149,30.0,0.003,0.0042
637,429.5679141308169,383252,31.0,0.003,0.0042
638,429.5677859908681,381364,32.0,0.003,0.0042
639,429.5680713115076,379481,33.0,0.003,0.0042
640,429.56802363197784,377593,34.0,0.003,0.0042
641,429.56793371998265,375724,35.0,0.003,0.0042
642,429.5677591858435,373862,36.0,0.003,0.0042
643,429.567872079239,371988,37.0,0.003,0.0042
644,429.5677968151497,370136,38.0,0.003,0.0042
645,429.56805098875645,368295,39.0,0.003,0.0042
646,429.5679509916151,366444,40.0,0.003,0.0042
647,429.56805006119487,364607,41.0,0.003,0.0042
648,429.5678540405823,362786,42.0,0.003,0.0042
649,429.5680547919563,360962,43.0,0.003,0.0042
650,429.5679274140471,359140,44.0,0.003,0.0042
651,429.5678853700721,357341,45.0,0.003,0.0042
652,429.56775885291654,355538,46.0,0.003,0.0042
653,429.5679975468065,353720,47.0,0.003,0.0042
654,429.56801145291297,351916,48.0,0.003,0.0042
655,429.5677568814059,350116,49.0,0.003,0.0042
656,429.56795546404777,348321,50.0,0.003,0.0042
657,429.56776613967537,346544,51.0,0.003,0.0042
658,429.5678254923338,344789,52.0,0.003,0.0042
659,429.5678505898783,343007,53.0,0.003,0.0042
660,429.5679400025007,341237,54.0,0.003,0.0042
661,429.5679694696225,339490,55.0,0.003,0.0042
662,429.56783650195615,337753,56.0,0.003,0.0042
663,429.5679378004095,336033,57.0,0.003,0.0042
664,429.5678575110786,334334,58.0,0.003,0.0042
665,429.5678160323905,332611,59.0,0.003,0.0042
666,429.5678774759261,330895,60.0,0.003,0.0042
667,429.56799463631717,329202,61.0,0.003,0.0042
668,429.56791723173654,327523,62.0,0.003,0.0042
669,429.56796111219165,325857,63.0,0.003,0.0042
670,429.56792288156,324200,64.0,0.003,0.0042
671,429.56781871581506,322534,65.0,0.003,0.0042
672,429.56790119911733,320874,66.0,0.003,0.0042
673,429.56795639436336,319235,67.0,0.003,0.0042
674,429.5679147231382,317612,68.0,0.003,0.0042
675,429.5680220401641,316001,69.0,0.003,0.0042
676,429.56774983286556,314389,70.0,0.003,0.0042
677,429.56804115635714,312779,71.0,0.003,0.0042
678,429.5680037325952,311174,72.0,0.003,0.0042
679,429.5677551076509,309590,73.0,0.003,0.0042
680,429.5680239189929,308021,74.0,0.003,0.0042
681,429.5679907297407,306464,75.0,0.003,0.0042
682,429.567750233967,304900,76.0,0.003,0.0042
683,429.5677687088615,303341,77.0,0.003,0.0042
684,429.5678136878924,301792,78.0,0.003,0.0042
685,429.5680576421799,300265,79.0,0.003,0.0042
686,429.5678696542883,298745,80.0,0.003,0.0042
687,429.56799169653374,297239,81.0,0.003,0.0042
688,429.56778711931975,295727,82.0,0.003,0.0042
689,429.5678982033613,294219,83.0,0.003,0.0042
690,429.56782928890357,292728,84.0,0.003,0.0042
691,429.5677822564181,291250,85.0,0.003,0.0042
692,429.5679902703059,289783,86.0,0.003,0.0042
693,429.568049220108,288328,87.0,0.003,0.0042
694,429.5679445313635,286863,88.0,0.003,0.0042
695,429.5680020101037,285410,89.0,0.003,0.0042
696,429.5679384876601,283973,90.0,0.003,0.0042
697,429.56782940251003,282542,91.0,0.003,0.0042
698,429.56799109529146,281133,92.0,0.003,0.0042
699,429.5677658173484,279718,93.0,0.003,0.0042
700,429.5677926134562,278305,94.0,0.003,0.0042
701,429.5677901237254,276908,95.0,0.003,0.0042
702,429.5678829831734,275516,96.0,0.003,0.0042
703,429.5677603044444,274142,97.0,0.003,0.0042
704,429.56793390521534,272780,98.0,0.003,0.0042
705,429.567972699102,271410,99.0,0.003,0.0042
706,429.567816804423,270052,100.0,0.003,0.0042
707,429.9976529503184,443016,0.0,0.0045,0.0042
708,429.5680520726522,441302,1.0,0.0045,0.0042
709,429.56779091759165,440371,2.0,0.0045,0.0042
710,429.5677460776322,439406,3.0,0.0045,0.0042
711,429.5676963502867,438404,4.0,0.0045,0.0042
712,429.5678076390459,437345,5.0,0.0045,0.0042
713,429.56786280119593,436245,6.0,0.0045,0.0042
714,429.56783711487884,435113,7.0,0.0045,0.0042
715,429.5679699543344,433924,8.0,0.0045,0.0042
716,429.5678527133377,432705,9.0,0.0045,0.0042
717,429.56787334900196,431448,10.0,0.0045,0.0042
718,429.5678289572868,430149,11.0,0.0045,0.0042
719,429.5677354798672,428837,12.0,0.0045,0.0042
720,429.56771228462947,427486,13.0,0.0045,0.0042
721,429.5676735053942,426124,14.0,0.0045,0.0042
722,429.56781958075476,424730,15.0,0.0045,0.0042
723,429.56791059592143,423327,16.0,0.0045,0.0042
724,429.56771084066344,421896,17.0,0.0045,0.0042
725,429.5678846137048,420459,18.0,0.0045,0.0042
726,429.5678510377999,418999,19.0,0.0045,0.0042
727,429.56791480092204,417530,20.0,0.0045,0.0042
728,429.56770330754756,416048,21.0,0.0045,0.0042
729,429.56782627681383,414553,22.0,0.0045,0.0042
730,429.5677842879204,413052,23.0,0.0045,0.0042
731,429.5678667634149,411526,24.0,0.0045,0.0042
732,429.5677273913384,409990,25.0,0.0045,0.0042
733,429.5677472359113,408448,26.0,0.0045,0.0042
734,429.5678868538782,406902,27.0,0.0045,0.0042
735,429.5677699998085,405353,28.0,0.0045,0.0042
736,429.5678136405566,403779,29.0,0.0045,0.0042
737,429.567929407483,402214,30.0,0.0045,0.0042
738,429.56773542271645,400639,31.0,0.0045,0.0042
739,429.567785163877,399086,32.0,0.0045,0.0042
740,429.5677400946637,397514,33.0,0.0045,0.0042
741,429.56786798754433,395938,34.0,0.0045,0.0042
742,429.56785653515675,394351,35.0,0.0045,0.0042
743,429.5677645458876,392781,36.0,0.0045,0.0042
744,429.5677104766259,391212,37.0,0.0045,0.0042
745,429.56767564857586,389644,38.0,0.0045,0.0042
746,429.5678855522432,388061,39.0,0.0045,0.0042
747,429.567784850886,386480,40.0,0.0045,0.0042
748,429.5678107084616,384912,41.0,0.0045,0.0042
749,429.5676903999053,383346,42.0,0.0045,0.0042
750,429.56767995155303,381785,43.0,0.0045,0.0042
751,429.5677718821113,380205,44.0,0.0045,0.0042
752,429.56778943017207,378642,45.0,0.0045,0.0042
753,429.56786173439923,377077,46.0,0.0045,0.0042
754,429.56774913852047,375531,47.0,0.0045,0.0042
755,429.56789605717825,373973,48.0,0.0045,0.0042
756,429.56787063422877,372414,49.0,0.0045,0.0042
757,429.56770936020297,370861,50.0,0.0045,0.0042
758,429.5677448584621,369314,51.0,0.0045,0.0042
759,429.5678199098381,367785,52.0,0.0045,0.0042
760,429.56777238320905,366240,53.0,0.0045,0.0042
761,429.5679107878966,364705,54.0,0.0045,0.0042
762,429.5679163109819,363167,55.0,0.0045,0.0042
763,429.567841038747,361647,56.0,0.0045,0.0042
764,429.5676657645761,360130,57.0,0.0045,0.0042
765,429.56785758337577,358613,58.0,0.0045,0.0042
766,429.5676608057185,357093,59.0,0.0045,0.0042
767,429.56772014327544,355583,60.0,0.0045,0.0042
768,429.56782996726525,354084,61.0,0.0045,0.0042
769,429.56776417186444,352592,62.0,0.0045,0.0042
770,429.56776327642115,351098,63.0,0.0045,0.0042
771,429.567786993567,349602,64.0,0.0045,0.0042
772,429.56785227849576,348122,65.0,0.0045,0.0042
773,429.5677892664037,346643,66.0,0.0045,0.0042
774,429.56791168469334,345184,67.0,0.0045,0.0042
775,429.56769274222285,343708,68.0,0.0045,0.0042
776,429.56791425720724,342247,69.0,0.0045,0.0042
777,429.5679126732043,340788,70.0,0.0045,0.0042
778,429.5677111449126,339342,71.0,0.0045,0.0042
779,429.567696939906,337904,72.0,0.0045,0.0042
780,429.56768007797785,336461,73.0,0.0045,0.0042
781,429.56770069054147,335026,74.0,0.0045,0.0042
782,429.56789292120266,333598,75.0,0.0045,0.0042
783,429.5678102620577,332182,76.0,0.0045,0.0042
784,429.5677467558534,330769,77.0,0.0045,0.0042
785,429.5676654426054,329347,78.0,0.0045,0.0042
786,429.56790217365506,327924,79.0,0.0045,0.0042
787,429.5678086853528,326510,80.0,0.0045,0.0042
788,429.56790736570804,325096,81.0,0.0045,0.0042
789,429.5678402873409,323694,82.0,0.0045,0.0042
790,429.5678675492926,322294,83.0,0.0045,0.0042
791,429.56777406795715,320908,84.0,0.0045,0.0042
792,429.5677773686239,319527,85.0,0.0045,0.0042
793,429.5677953320784,318162,86.0,0.0045,0.0042
794,429.5677704855472,316795,87.0,0.0045,0.0042
795,429.56791359722314,315422,88.0,0.0045,0.0042
796,429.56782895865837,314053,89.0,0.0045,0.0042
797,429.56788790430073,312696,90.0,0.0045,0.0042
798,429.56784916432446,311347,91.0,0.0045,0.0042
799,429.56773504473665,310010,92.0,0.0045,0.0042
800,429.5677336150421,308685,93.0,0.0045,0.0042
801,429.5678431656337,307374,94.0,0.0045,0.0042
802,429.5676655090014,306076,95.0,0.0045,0.0042
803,429.5676587887599,304775,96.0,0.0045,0.0042
804,429.5677603711924,303463,97.0,0.0045,0.0042
805,429.5678715441477,302159,98.0,0.0045,0.0042
806,429.5676955608816,300863,99.0,0.0045,0.0042
807,429.56766693676104,299577,100.0,0.0045,0.0042
808,429.99756044192486,443016,0.0,0.006,0.0042
809,429.56803255259865,442224,1.0,0.006,0.0042
810,429.5675730005224,442187,2.0,0.006,0.0042
811,429.5676336624489,442064,3.0,0.006,0.0042
812,429.56777866285154,441848,4.0,0.006,0.0042
813,429.5676297039714,441539,5.0,0.006,0.0042
814,429.5676078377251,441149,6.0,0.006,0.0042
815,429.567771012456,440678,7.0,0.006,0.0042
816,429.5676536851688,440134,8.0,0.006,0.0042
817,429.56760423092254,439519,9.0,0.006,0.0042
818,429.56757053332944,438842,10.0,0.006,0.0042
819,429.56762032374036,438106,11.0,0.006,0.0042
820,429.56786310534795,437318,12.0,0.006,0.0042
821,429.5677411143514,436494,13.0,0.006,0.0042
822,429.5677235953523,435628,14.0,0.006,0.0042
823,429.5675800596269,434719,15.0,0.006,0.0042
824,429.56765772422335,433768,16.0,0.006,0.0042
825,429.56780444780577,432792,17.0,0.006,0.0042
826,429.56770318612064,431788,18.0,0.006,0.0042
827,429.5675982898137,430747,19.0,0.006,0.0042
828,429.56758231667646,429676,20.0,0.006,0.0042
829,429.56763215271695,428595,21.0,0.006,0.0042
830,429.5676699412885,427484,22.0,0.006,0.0042
831,429.56777050495,426344,23.0,0.006,0.0042
832,429.5677831407286,425198,24.0,0.006,0.0042
833,429.56774340384544,424033,25.0,0.006,0.0042
834,429.5678063994828,422839,26.0,0.006,0.0042
835,429.5676945344306,421642,27.0,0.006,0.0042
836,429.5677513132319,420430,28.0,0.006,0.0042
837,429.56763473480396,419197,29.0,0.006,0.0042
838,429.5676334682101,417961,30.0,0.006,0.0042
839,429.56767942539705,416708,31.0,0.006,0.0042
840,429.5677827280014,415449,32.0,0.006,0.0042
841,429.56760422901965,414180,33.0,0.006,0.0042
842,429.5676720122391,412894,34.0,0.006,0.0042
843,429.5675974272636,411611,35.0,0.006,0.0042
844,429.5675960810189,410319,36.0,0.006,0.0042
845,429.56776956011566,409012,37.0,0.006,0.0042
846,429.5675754927826,407708,38.0,0.006,0.0042
847,429.5676012124609,406393,39.0,0.006,0.0042
848,429.5676979200416,405072,40.0,0.006,0.0042
849,429.567734839294,403739,41.0,0.006,0.0042
850,429.5677619054442,402396,42.0,0.006,0.0042
851,429.5676654536805,401056,43.0,0.006,0.0042
852,429.56768902803907,399705,44.0,0.006,0.0042
853,429.5675799836172,398361,45.0,0.006,0.0042
854,429.5675972329314,397014,46.0,0.006,0.0042
855,429.56772561223323,395659,47.0,0.006,0.0042
856,429.56774382474697,394297,48.0,0.006,0.0042
857,429.5677258131574,392928,49.0,0.006,0.0042
858,429.5676194337537,391568,50.0,0.006,0.0042
859,429.567685027826,390204,51.0,0.006,0.0042
860,429.56765288228104,388851,52.0,0.006,0.0042
861,429.5677215203399,387502,53.0,0.006,0.0042
862,429.56759466986466,386150,54.0,0.006,0.0042
863,429.5676676056439,384785,55.0,0.006,0.0042
864,429.56766973009815,383416,56.0,0.006,0.0042
865,429.5676304766602,382057,57.0,0.006,0.0042
866,429.5675732874259,380696,58.0,0.006,0.0042
867,429.5676520825846,379348,59.0,0.006,0.0042
868,429.5676778297551,378004,60.0,0.006,0.0042
869,429.56762161940566,376667,61.0,0.006,0.0042
870,429.5677749764976,375313,62.0,0.006,0.0042
871,429.56767308833844,373957,63.0,0.006,0.0042
872,429.567587784392,372611,64.0,0.006,0.0042
873,429.56757854625374,371265,65.0,0.006,0.0042
874,429.5676446002997,369932,66.0,0.006,0.0042
875,429.56771161294097,368603,67.0,0.006,0.0042
876,429.5677180480486,367286,68.0,0.006,0.0042
877,429.567685101148,365953,69.0,0.006,0.0042
878,429.5675993532964,364619,70.0,0.006,0.0042
879,429.56771970988717,363295,71.0,0.006,0.0042
880,429.567598934602,361971,72.0,0.006,0.0042
881,429.5676599569927,360660,73.0,0.006,0.0042
882,429.56769178819883,359353,74.0,0.006,0.0042
883,429.5676275064754,358058,75.0,0.006,0.0042
884,429.56777342084604,356756,76.0,0.006,0.0042
885,429.56760731694436,355449,77.0,0.006,0.0042
886,429.56758181218277,354151,78.0,0.006,0.0042
887,429.5677740928657,352856,79.0,0.006,0.0042
888,429.5675899970832,351571,80.0,0.006,0.0042
889,429.567772967078,350292,81.0,0.006,0.0042
890,429.5677500478568,349024,82.0,0.006,0.0042
891,429.5677608756868,347755,83.0,0.006,0.0042
892,429.56766415482105,346479,84.0,0.006,0.0042
893,429.5677105796252,345212,85.0,0.006,0.0042
894,429.5676166469343,343947,86.0,0.006,0.0042
895,429.5675683915606,342693,87.0,0.006,0.0042
896,429.5676804083464,341445,88.0,0.006,0.0042
897,429.5676806046619,340207,89.0,0.006,0.0042
898,429.5676820200075,338974,90.0,0.006,0.0042
899,429.56756638366215,337731,91.0,0.006,0.0042
900,429.56774550847683,336498,92.0,0.006,0.0042
901,429.5676689748932,335267,93.0,0.006,0.0042
902,429.56766878422656,334046,94.0,0.006,0.0042
903,429.56774548894356,332832,95.0,0.006,0.0042
904,429.56773214727224,331626,96.0,0.006,0.0042
905,429.56767729988985,330430,97.0,0.006,0.0042
906,429.56775324049295,329223,98.0,0.006,0.0042
907,429.56773481315696,328024,99.0,0.006,0.0042
908,429.56760448503763,326829,100.0,0.006,0.0042
909,429.99731375468804,443016,0.0,0.01,0.0042
910,429.56762420026206,444682,1.0,0.01,0.0042
911,429.5676707296587,446936,2.0,0.01,0.0042
912,429.56740667738336,448909,3.0,0.01,0.0042
913,429.5675175998505,450632,4.0,0.01,0.0042
914,429.5675412448307,452107,5.0,0.01,0.0042
915,429.5674839470783,453379,6.0,0.01,0.0042
916,429.56755724550504,454487,7.0,0.01,0.0042
917,429.56732454375987,455442,8.0,0.01,0.0042
918,429.5675415458027,456272,9.0,0.01,0.0042
919,429.5673514876845,456959,10.0,0.01,0.0042
920,429.56751676955275,457532,11.0,0.01,0.0042
921,429.5673982947087,458002,12.0,0.01,0.0042
922,429.56741803462114,458362,13.0,0.01,0.0042
923,429.56739620113814,458648,14.0,0.01,0.0042
924,429.56755728254495,458849,15.0,0.01,0.0042
925,429.56737612444095,458969,16.0,0.01,0.0042
926,429.5673958922471,459023,17.0,0.01,0.0042
927,429.5674411945978,459027,18.0,0.01,0.0042
928,429.56750702562175,458970,19.0,0.01,0.0042
929,429.5674128882312,458844,20.0,0.01,0.0042
930,429.5673900964243,458668,21.0,0.01,0.0042
931,429.56741733172083,458441,22.0,0.01,0.0042
932,429.5674982225831,458157,23.0,0.01,0.0042
933,429.56738962718094,457815,24.0,0.01,0.0042
934,429.5673369271521,457440,25.0,0.01,0.0042
935,429.5673277043724,457026,26.0,0.01,0.0042
936,429.5674748843468,456568,27.0,0.01,0.0042
937,429.56752832324156,456065,28.0,0.01,0.0042
938,429.5673892648924,455536,29.0,0.01,0.0042
939,429.56740295681277,454975,30.0,0.01,0.0042
940,429.56735899971625,454379,31.0,0.01,0.0042
941,429.567523240366,453750,32.0,0.01,0.0042
942,429.567500764332,453101,33.0,0.01,0.0042
943,429.56738693592575,452425,34.0,0.01,0.0042
944,429.56738330122056,451723,35.0,0.01,0.0042
945,429.5673369152443,450995,36.0,0.01,0.0042
946,429.56742462712145,450252,37.0,0.01,0.0042
947,429.56739836581676,449487,38.0,0.01,0.0042
948,429.5674040700374,448701,39.0,0.01,0.0042
949,429.5673967896096,447895,40.0,0.01,0.0042
950,429.5673616123824,447076,41.0,0.01,0.0042
951,429.5674101270096,446242,42.0,0.01,0.0042
952,429.5674259234421,445393,43.0,0.01,0.0042
953,429.5673315381923,444530,44.0,0.01,0.0042
954,429.5674039575973,443659,45.0,0.01,0.0042
955,429.56733986462655,442775,46.0,0.01,0.0042
956,429.5673786114869,441879,47.0,0.01,0.0042
957,429.56738373453857,440971,48.0,0.01,0.0042
958,429.5674943582347,440054,49.0,0.01,0.0042
959,429.56737152817146,439127,50.0,0.01,0.0042
960,429.5673875752238,438192,51.0,0.01,0.0042
961,429.5674147234498,437249,52.0,0.01,0.0042
962,429.5674172574034,436298,53.0,0.01,0.0042
963,429.56736140771795,435338,54.0,0.01,0.0042
964,429.56746725425614,434373,55.0,0.01,0.0042
965,429.5674768250054,433402,56.0,0.01,0.0042
966,429.5673494164112,432425,57.0,0.01,0.0042
967,429.56733662662697,431443,58.0,0.01,0.0042
968,429.5674936002828,430456,59.0,0.01,0.0042
969,429.5673256882889,429463,60.0,0.01,0.0042
970,429.5674793212182,428468,61.0,0.01,0.0042
971,429.5674581250565,427469,62.0,0.01,0.0042
972,429.56733234630497,426466,63.0,0.01,0.0042
973,429.5673962032982,425460,64.0,0.01,0.0042
974,429.56738988851197,424452,65.0,0.01,0.0042
975,429.56747102280525,423444,66.0,0.01,0.0042
976,429.5674347990316,422435,67.0,0.01,0.0042
977,429.5673260504931,421421,68.0,0.01,0.0042
978,429.5674049710454,420404,69.0,0.01,0.0042
979,429.5673260112671,419386,70.0,0.01,0.0042
980,429.56738972078716,418369,71.0,0.01,0.0042
981,429.5674211361115,417352,72.0,0.01,0.0042
982,429.56733263511694,416334,73.0,0.01,0.0042
983,429.56734596759975,415317,74.0,0.01,0.0042
984,429.567437656679,414303,75.0,0.01,0.0042
985,429.56742248476695,413284,76.0,0.01,0.0042
986,429.56749402458547,412265,77.0,0.01,0.0042
987,429.56744886328505,411245,78.0,0.01,0.0042
988,429.56742028284793,410227,79.0,0.01,0.0042
989,429.56733503993996,409211,80.0,0.01,0.0042
990,429.56737639616574,408198,81.0,0.01,0.0042
991,429.5674564930297,407187,82.0,0.01,0.0042
992,429.56745346258225,406178,83.0,0.01,0.0042
993,429.56732481299514,405164,84.0,0.01,0.0042
994,429.5673788891778,404153,85.0,0.01,0.0042
995,429.56748636989903,403144,86.0,0.01,0.0042
996,429.5674671623323,402136,87.0,0.01,0.0042
997,429.56737046159776,401131,88.0,0.01,0.0042
998,429.56731975246976,400130,89.0,0.01,0.0042
999,429.5673521926421,399133,90.0,0.01,0.0042
1000,429.5673168630071,398137,91.0,0.01,0.0042
1001,429.5674594453702,397139,92.0,0.01,0.0042
1002,429.56741417472153,396143,93.0,0.01,0.0042
1003,429.5673741061393,395150,94.0,0.01,0.0042
1004,429.5674008825708,394160,95.0,0.01,0.0042
1005,429.5673270451166,393173,96.0,0.01,0.0042
1006,429.56735575251093,392191,97.0,0.01,0.0042
1007,429.5674535379695,391214,98.0,0.01,0.0042
1008,429.56749554464284,390237,99.0,0.01,0.0042
1009,429.5674168018446,389256,100.0,0.01,0.0042
1010,429.9978379681776,443016,0.0,0.0015,0.0042
1011,429.5680848757593,439434,1.0,0.0015,0.0042
1012,429.56803231159216,436691,2.0,0.0015,0.0042
1013,429.56806598837755,433964,3.0,0.0015,0.0042
1014,429.568195328972,431252,4.0,0.0015,0.0042
1015,429.5681929150118,428561,5.0,0.0015,0.0042
1016,429.56805499939765,425885,6.0,0.0015,0.0042
1017,429.56807868936255,423226,7.0,0.0015,0.0042
1018,429.56829612648295,420587,8.0,0.0015,0.0042
1019,429.56787645524133,417959,9.0,0.0015,0.0042
1020,429.5679613695327,415350,10.0,0.0015,0.0042
1021,429.5681223957297,412759,11.0,0.0015,0.0042
1022,429.56796204358875,410161,12.0,0.0015,0.0042
1023,429.5682923653176,407579,13.0,0.0015,0.0042
1024,429.56820968365884,405021,14.0,0.0015,0.0042
1025,429.5682147441161,402461,15.0,0.0015,0.0042
1026,429.567903974598,399920,16.0,0.0015,0.0042
1027,429.5678594398776,397411,17.0,0.0015,0.0042
1028,429.56807287735,394904,18.0,0.0015,0.0042
1029,429.56821287983684,392409,19.0,0.0015,0.0042
1030,429.56824467947393,389943,20.0,0.0015,0.0042
1031,429.5679108284516,387485,21.0,0.0015,0.0042
1032,429.5680394235284,385035,22.0,0.0015,0.0042
1033,429.56823783071303,382613,23.0,0.0015,0.0042
1034,429.5680158905713,380206,24.0,0.0015,0.0042
1035,429.5682383584142,377804,25.0,0.0015,0.0042
1036,429.5680083542784,375428,26.0,0.0015,0.0042
1037,429.5680412051901,373072,27.0,0.0015,0.0042
1038,429.5681502173606,370715,28.0,0.0015,0.0042
1039,429.5679953820818,368381,29.0,0.0015,0.0042
1040,429.5678694598421,366070,30.0,0.0015,0.0042
1041,429.5679790383063,363756,31.0,0.0015,0.0042
1042,429.5682251878767,361464,32.0,0.0015,0.0042
1043,429.5682244839264,359197,33.0,0.0015,0.0042
1044,429.5678994949749,356924,34.0,0.0015,0.0042
